nH_cm2,nH_1e22,flux_broad_ph,flux_broad_erg
4.89195519576889e+19,0.004891955195768891,0.001881632111216154,4.8177893632389686e-12
5.0253766134871335e+19,0.005025376613487133,0.001881055740211592,4.817108788322558e-12
5.162436918724491e+19,0.005162436918724491,0.0018804640042203431,4.816410008036208e-12
5.303235357183812e+19,0.005303235357183813,0.0018798565035251457,4.815692545299992e-12
5.447873881359374e+19,0.005447873881359374,0.0018792328285537306,4.814955911076052e-12
5.596457224360927e+19,0.005596457224360927,0.0018785925596660849,4.81419960409891e-12
5.7490929757512016e+19,0.005749092975751202,0.0018779352669387457,4.813423110601437e-12
5.905891659451771e+19,0.005905891659451771,0.0018772605099463872,4.812625904036494e-12
6.066966813773694e+19,0.006066966813773693,0.0018765678375406963,4.811807444794231e-12
6.232435073630834e+19,0.006232435073630834,0.001875856787626565,4.810967179915164e-12
6.402416254995689e+19,0.006402416254995689,0.001875126886935853,4.810104542799041e-12
6.5770334416581255e+19,0.006577033441658125,0.0018743776507986571,4.809218952909553e-12
6.7564130743508574e+19,0.006756413074350857,0.0018736085829123717,4.808309815475105e-12
6.9406850423054385e+19,0.006940685042305439,0.0018728191751085559,4.807376521185509e-12
7.129982777305371e+19,0.00712998277730537,0.0018720089071178373,4.80641844588492e-12
7.3244433503043895e+19,0.00732444335030439,0.001871177246332972,4.8054349502609905e-12
7.524207570679874e+19,0.007524207570679874,0.0018703236475702358,4.804425379530475e-12
7.729420088193266e+19,0.007729420088193267,0.001869447552829376,4.803389063121328e-12
7.940229497731247e+19,0.007940229497731247,0.0018685483910523104,4.8023253143515435e-12
8.156788446903924e+19,0.008156788446903923,0.0018676255778807568,4.801233430104905e-12
8.379253746576944e+19,0.008379253746576944,0.0018666785154131716,4.800112690503726e-12
8.607786484418891e+19,0.008607786484418891,0.00186570659196107,4.798962358578986e-12
8.842552141545192e+19,0.008842552141545192,0.0018647091818051811,4.79778167993792e-12
9.0837207123434e+19,0.0090837207123434,0.0018636856449516397,4.7965698824293965e-12
9.331466827566547e+19,0.009331466827566547,0.0018626353268885742,4.79532617580739e-12
9.585969880783698e+19,0.0095859698807837,0.0018615575583434906,4.794049751392663e-12
9.847414158279279e+19,0.009847414158279279,0.0018604516550416862,4.792739781733321e-12
1.0115988972495135e+20,0.010115988972495134,0.001859316917466271,4.7913954202641225e-12
1.0391888799112474e+20,0.010391888799112474,0.0018581526306200502,4.790015800965394e-12
1.0675313417871681e+20,0.01067531341787168,0.001856958063789897,4.788600038021528e-12
1.0966468057233655e+20,0.010966468057233655,0.0018557324703139145,4.78714722547974e-12
1.1265563542986154e+20,0.011265563542986154,0.0018544750873520429,4.785656436909589e-12
1.1572816450903256e+20,0.011572816450903257,0.0018531851356606,4.784126725063374e-12
1.1888449263568427e+20,0.011888449263568428,0.0018518618193713204,4.782557121538419e-12
1.2212690531474684e+20,0.012212690531474684,0.001850504325775543,4.780946636441437e-12
1.2545775038518585e+20,0.012545775038518584,0.0018491118251141214,4.779294258055705e-12
1.2887943972007702e+20,0.012887943972007702,0.0018476834703738739,4.7775989525116874e-12
1.3239445097305375e+20,0.013239445097305375,0.001846218397091167,4.775859663461683e-12
1.3600532937237584e+20,0.013600532937237585,0.0018447157231634358,4.77407531175931e-12
1.397146895639397e+20,0.01397146895639397,0.0018431745486695093,4.772244795144476e-12
1.435252175045488e+20,0.01435252175045488,0.0018415939556995053,4.770366987934667e-12
1.4743967240682155e+20,0.014743967240682155,0.001839973008195222,4.768440740723452e-12
1.5146088873714398e+20,0.015146088873714398,0.0018383107518019843,4.766464880086973e-12
1.5559177826811376e+20,0.015559177826811377,0.001836606213732924,4.764438208299338e-12
1.5983533218696187e+20,0.015983533218696187,0.0018348584026467328,4.762359503058113e-12
1.641946232614772e+20,0.01641946232614772,0.0018330663085399078,4.760227517220692e-12
1.6867280806501076e+20,0.016867280806501076,0.001831228902654816,4.758040978552739e-12
1.7327312926215e+20,0.017327312926214998,0.0018293451374045426,4.755798589489864e-12
1.7799891795674553e+20,0.017799891795674552,0.0018274139463159468,4.7534990269137665e-12
1.828535961039704e+20,0.01828535961039704,0.0018254342439921573,4.751140941943884e-12
1.87840678988166e+20,0.0187840678988166,0.0018234049260958747,4.748722959746247e-12
1.929637777682683e+20,0.01929637777682683,0.0018213248693549563,4.746243679360573e-12
1.9822660209265666e+20,0.019822660209265666,0.0018191929315916834,4.7437016735471734e-12
2.0363296278531945e+20,0.020363296278531947,0.0018170079517773532,4.741095488655282e-12
2.0918677460527933e+20,0.020918677460527932,0.0018147687501137214,4.738423644514188e-12
2.1489205908128655e+20,0.021489205908128656,0.001812474128143034,4.735684634349008e-12
2.2075294742380773e+20,0.022075294742380774,0.0018101228688883514,4.732876924722651e-12
2.2677368351645218e+20,0.022677368351645216,0.0018077137370259453,4.729998955505886e-12
2.3295862698897673e+20,0.023295862698897673,0.0018052454790916887,4.727049139877274e-12
2.3931225637410433e+20,0.023931225637410434,0.0018027168237233252,4.724025864354937e-12
2.4583917235044054e+20,0.024583917235044054,0.001800126481940622,4.720927488862153e-12
2.5254410107383618e+20,0.025254410107383617,0.001797473147465475,4.717752346828822e-12
2.594318975996085e+20,0.02594318975996085,0.0017947554970840622,4.714498745331002e-12
2.6650754939809618e+20,0.026650754939809618,0.0017919721910532596,4.7111649652706034e-12
2.7377617996610778e+20,0.027377617996610776,0.0017891218735535436,4.7077492615977204e-12
2.812430525368452e+20,0.02812430525368452,0.0017862031731906871,4.704249863577685e-12
2.889135738910324e+20,0.028891357389103242,0.0017832147035485735,4.700664975105588e-12
2.967932982719765e+20,0.029679329827197648,0.001780155063795657,4.6969927750703885e-12
3.0488793140740876e+20,0.030488793140740877,0.0017770228393473187,4.693231417771501e-12
3.132033346410161e+20,0.03132033346410161,0.0017738166025868993,4.689379033390262e-12
3.2174552917665474e+20,0.032174552917665473,0.0017705349136477072,4.685433728518979e-12
3.305207004383154e+20,0.03305207004383154,0.0017671763212587475,4.681393586750396e-12
3.3953520254901505e+20,0.033953520254901504,0.0017637393636567645,4.6772566693301276e-12
3.487955629318171e+20,0.03487955629318171,0.0017602225695671763,4.673021015875254e-12
3.583084870363645e+20,0.03583084870363645,0.0017566244592566603,4.668684645161505e-12
3.680808631943103e+20,0.036808086319431034,0.0017529435456600062,4.664245555982178e-12
3.781197676071748e+20,0.03781197676071748,0.0017491783355839251,4.659701728081797e-12
3.8843246947024096e+20,0.038843246947024096,0.0017453273309904996,4.6550511231671466e-12
3.990264362361963e+20,0.03990264362361963,0.0017413890303628785,4.6502916859989505e-12
4.099093390223335e+20,0.04099093390223335,0.0017373619301559351,4.645421345566864e-12
4.210890581652222e+20,0.04210890581652222,0.0017332445263343297,4.64043801635098e-12
4.3257368892689324e+20,0.04325736889268932,0.0017290353160006044,4.635339599672531e-12
4.443715473566178e+20,0.044437154735661774,0.0017247327991157155,4.630123985136844e-12
4.564911763125921e+20,0.04564911763125921,0.0017203354803143626,4.624789052171183e-12
4.68941351647839e+20,0.0468941351647839,0.0017158418708173866,4.619332671660441e-12
4.817310885648245e+20,0.048173108856482454,0.0017112504904433204,4.613752707683171e-12
4.948696481433878e+20,0.04948696481433878,0.001706559869721126,4.6080470193507274e-12
5.083665440467121e+20,0.05083665440467121,0.0017017685521059224,4.602213462751707e-12
5.222315494101915e+20,0.052223154941019145,0.0016968750962993,4.5962498930042596e-12
5.3647470391817745e+20,0.05364747039181775,0.0016918780786756803,4.590154166418295e-12
5.5110632107375696e+20,0.0551106321073757,0.0016867760958158545,4.583924142769471e-12
5.661369956667587e+20,0.056613699566675876,0.0016815677671486627,4.577557687686897e-12
5.81577611445484e+20,0.058157761144548396,0.0016762517377013537,4.571052675155908e-12
5.974393489976512e+20,0.059743934899765115,0.0016708266809589312,4.564406990137229e-12
6.137336938462864e+20,0.06137336938462864,0.0016652913018325043,4.557618531303431e-12
6.304724447664194e+20,0.06304724447664194,0.0016596443397360254,4.550685213893341e-12
6.476677223286052e+20,0.06476677223286052,0.0016538845717706482,4.543604972684644e-12
6.653319776754586e+20,0.06653319776754586,0.0016480108160153238,4.5363757650846075e-12
6.834780015375524e+20,0.06834780015375523,0.0016420219349217349,4.528995574338211e-12
7.021189334952374e+20,0.07021189334952374,0.0016359168388113228,4.521462412852922e-12
7.212682714930137e+20,0.07212682714930137,0.001629694489471308,4.513774325638317e-12
7.409398816134453e+20,0.07409398816134453,0.001623353903846245,4.505929393858745e-12
7.611480081176202e+20,0.07611480081176202,0.001616894157820837,4.497925738496243e-12
7.819072837594546e+20,0.07819072837594546,0.001610314390089187,4.4897615241204446e-12
8.032327403813055e+20,0.08032327403813054,0.0016036138061047253,4.481434962761804e-12
8.251398197985648e+20,0.08251398197985649,0.001596791682104559,4.472944317883206e-12
8.47644384981116e+20,0.0847644384981116,0.001589847369200882,4.464287908444957e-12
8.707627315397417e+20,0.08707627315397416,0.0015827802975315638,4.455464113056828e-12
8.945115995258441e+20,0.0894511599525844,0.0015755899804607441,4.446471374210382e-12
9.189081855529149e+20,0.09189081855529149,0.0015682760188198168,4.4373082025837325e-12
9.439701552486735e+20,0.09439701552486734,0.0015608381051778373,4.427973181410194e-12
9.69715656046784e+20,0.0969715656046784,0.0015532760281296084,4.418464970901191e-12
9.961633303274565e+20,0.09961633303274565,0.0015455896765886488,4.408782312712933e-12
1.0233323289164402e+21,0.10233323289164402,0.0015377790440712974,4.398924034445484e-12
1.0512423249521835e+21,0.10512423249521835,0.0015298442329569476,4.388889054161551e-12
1.0799135281311928e+21,0.10799135281311928,0.001521785458708644,4.3786763849118125e-12
1.1093666993419582e+21,0.11093666993419582,0.001513603054036982,4.368285139251908e-12
1.1396231656979116e+21,0.11396231656979115,0.0015052974729892902,4.357714533735855e-12
1.1707048359804764e+21,0.11707048359804764,0.0014968692949450435,4.346963893369183e-12
1.2026342165032613e+21,0.12026342165032612,0.0014883192284973416,4.3360326560040125e-12
1.2354344274089366e+21,0.12354344274089366,0.001479648115199358,4.324920376657649e-12
1.2691292194105873e+21,0.12691292194105872,0.0014708569331537034,4.313626731735031e-12
1.3037429909896613e+21,0.13037429909896614,0.001461946800421606,4.302151523134122e-12
1.3393008060629705e+21,0.13393008060629705,0.0014529189782281472,4.290494682213139e-12
1.3758284121315226e+21,0.13758284121315226,0.0014437748739388177,4.278656273596781e-12
1.413352258924395e+21,0.14133522589243952,0.0014345160437820486,4.266636498798502e-12
1.4518995175509813e+21,0.14518995175509813,0.0014251441952918401,4.254435699634764e-12
1.491498100175702e+21,0.14914981001757022,0.0014156611894439093,4.242054361406654e-12
1.5321766802292613e+21,0.15321766802292613,0.0014060690424586885,4.229493115823716e-12
1.573964713171147e+21,0.1573964713171147,0.0013963699272440994,4.216752743644477e-12
1.6168924578184028e+21,0.1616892457818403,0.0013865661744510696,4.203834177007809e-12
1.6609909982561103e+21,0.16609909982561102,0.0013766602731149027,4.190738501429094e-12
1.7062922663454515e+21,0.17062922663454516,0.0013666548708558962,4.17746695743525e-12
1.7528290648456335e+21,0.17528290648456335,0.0013565527736131692,4.164020941813014e-12
1.8006350911665042e+21,0.18006350911665042,0.001346356944886442,4.150402008444842e-12
1.849744961768844e+21,0.18497449617688438,0.001336070504461537,4.136611868708019e-12
1.900194237230286e+21,0.1900194237230286,0.0013256967265966103,4.122652391412865e-12
1.952019447994804e+21,0.19520194479948041,0.0013152390376476443,4.108525602257318e-12
2.0052581208244958e+21,0.20052581208244957,0.0013047010131137491,4.094233682776432e-12
2.059948805972804e+21,0.2059948805972804,0.0012940863740845934,4.079778968766766e-12
2.1161311050988483e+21,0.21161311050988482,0.001283398983075147,4.065163948167798e-12
2.1738456999430854e+21,0.21738456999430852,0.0012726428392352766,4.050391258384325e-12
2.2331343817850374e+21,0.22331343817850374,0.001261822072925022,4.035463683036404e-12
2.2940400817045323e+21,0.22940400817045323,0.0012509409396496065,4.020384148126104e-12
2.3566069016680965e+21,0.23566069016680966,0.001240003813352034,4.0051557176132135e-12
2.420880146463368e+21,0.2420880146463368,0.001229015179064879,3.989781588395411e-12
2.4869063565043874e+21,0.24869063565043875,0.0012179796249273595,3.974265084691917e-12
2.5547333415316237e+21,0.25547333415316237,0.001206901833578113,3.958609651833463e-12
2.6244102152311265e+21,0.26244102152311266,0.0011957865729389481,3.942818849465396e-12
2.6959874307978654e+21,0.26959874307978654,0.0011846386864097658,3.926896344175045e-12
2.7695168174690124e+21,0.27695168174690127,0.0011734630825000515,3.91084590155906e-12
2.845051618053596e+21,0.28450516180535956,0.0011622647239276117,3.894671377750741e-12
2.9226465274858423e+21,0.2922646527485842,0.0011510486162205754,3.878376710432423e-12
3.002357732429774e+21,0.3002357732429774,0.001139819795864301,3.861965909362863e-12
3.0842429519642e+21,0.30842429519642,0.0011285833180400173,3.845443046454048e-12
3.168361479377223e+21,0.3168361479377223,0.0011173442440076606,3.828812245437276e-12
3.254774225100651e+21,0.3254774225100651,0.0011061076281903995,3.8120776711627705e-12
3.343543760815394e+21,0.3343543760815394,0.0010948785050235341,3.795243518581889e-12
3.434734364759767e+21,0.34347343647597667,0.001083661875635112,3.778314001465657e-12
3.528412068273523e+21,0.3528412068273523,0.0010724626944300468,3.76129334091738e-12
3.62464470361128e+21,0.362464470361128,0.001061285855653477,3.744185753741082e-12
3.7235019530601334e+21,0.3723501953060133,0.0010501361800125796,3.726995440731189e-12
3.8250553993966036e+21,0.38250553993966036,0.001039018401438917,3.7097265749518376e-12
3.929378577720011e+21,0.39293785777200113,0.0010279371540755234,3.692383290076745e-12
4.036547028699395e+21,0.4036547028699395,0.001016896959574479,3.674969668862516e-12
4.146638353272696e+21,0.4146638353272696,0.0010059022147912698,3.657489731829801e-12
4.259732268837785e+21,0.4259732268837785,0.0009949571799621074,3.6399474262268666e-12
4.375910666976029e+21,0.4375910666976029,0.000984065967449031,3.6223466153504105e-12
4.495257672750182e+21,0.4495257672750182,0.0009732325311356926,3.6046910682971433e-12
4.617859705619514e+21,0.4617859705619514,0.0009624606565534329,3.5869844502180205e-12
4.743805542016503e+21,0.4743805542016503,0.0009517539518131803,3.5692303131442084e-12
4.873186379629842e+21,0.4873186379629842,0.0009411158394134879,3.551432087450394e-12
5.006095903441059e+21,0.5006095903441059,0.0009305495489888979,3.5335930740163892e-12
5.142630353562002e+21,0.5142630353562002,0.0009200581110555767,3.5157164371431288e-12
5.282888594922545e+21,0.5282888594922546,0.0009096443518032298,3.4978051982724754e-12
5.42697218885892e+21,0.5426972188858921,0.0008993108889732288,3.479862230554011e-12
5.574985466654535e+21,0.5574985466654535,0.000889060128853342,3.461890254293849e-12
5.727035605086504e+21,0.5727035605086503,0.0008788942644090032,3.4438918333127665e-12
5.883232704032576e+21,0.5883232704032576,0.0008688152745602824,3.425869372232042e-12
6.043689866194911e+21,0.6043689866194911,0.0008588249246024166,3.4078251146963766e-12
6.208523278997738e+21,0.6208523278997738,0.0008489247677563664,3.3897611425340032e-12
6.377852298719147e+21,0.6377852298719148,0.0008391161478242324,3.37167937584432e-12
6.551799536917212e+21,0.6551799536917211,0.0008294002029130892,3.353581573994384e-12
6.730490949213319e+21,0.6730490949213319,0.0008197778701796753,3.335469337495898e-12
6.914055926496949e+21,0.6914055926496948,0.000810249891537769,3.317344110725521e-12
7.102627388617926e+21,0.7102627388617926,0.0008008168202602937,3.2992071854429388e-12
7.296341880634013e+21,0.7296341880634013,0.0007914790283990886,3.2810597050532027e-12
7.495339671683463e+21,0.7495339671683463,0.0007822367149374312,3.26290266955274e-12
7.699764856554484e+21,0.7699764856554484,0.0007730899145835477,3.2447369410925327e-12
7.909765460024267e+21,0.7909765460024266,0.0007640385071080446,3.226563250086617e-12
8.125493544044334e+21,0.8125493544044334,0.0007550822271241034,3.208382201790314e-12
8.347105317848905e+21,0.8347105317848905,0.0007462206742069736,3.1901942832697493e-12
8.57476125106639e+21,0.8574761251066391,0.0007374533232483841,3.171999870682882e-12
8.808626189915841e+21,0.8808626189915841,0.0007287795349423308,3.1537992367918576e-12
9.048869476572497e+21,0.9048869476572496,0.0007201985663009922,3.135592558627994e-12
9.295665071788877e+21,0.9295665071788877,0.0007117095811035112,3.1173799252327e-12
9.549191680860103e+21,0.9549191680860103,0.0007033116601857089,3.0991613454013906e-12
9.809632883025153e+21,0.9809632883025153,0.0006950038114854867,3.080936755362127e-12
1.007717726439658e+22,1.007717726439658,0.0006867849797666274,3.0627060263262465e-12
1.0352018554516473e+22,1.0352018554516473,0.0006786540559524451,3.0444689718547245e-12
1.0634355766636436e+22,1.0634355766636436,0.000670609886010572,3.0262253549911887e-12
1.092439334182355e+22,1.092439334182355,0.0006626512793402713,3.007974895120018e-12
1.1222341296996668e+22,1.1222341296996667,0.0006547770166242918,2.9897172745159834e-12
1.1528415377000164e+22,1.1528415377000163,0.0006469858571179256,2.97145214455965e-12
1.1842837210825323e+22,1.1842837210825323,0.0006392765453583956,2.9531791316009385e-12
1.2165834472092317e+22,1.2165834472092316,0.0006316478172878355,2.9348978424605423e-12
1.2497641043909646e+22,1.2497641043909646,0.0006240984057925919,2.916607869566237e-12
1.2838497188228861e+22,1.2838497188228861,0.0006166270456703388,2.8983087957274535e-12
1.318864971981924e+22,1.3188649719819239,0.0006092324780441244,2.8800001985573776e-12
1.3548352184986857e+22,1.3548352184986856,0.0006019134542492073,2.8616816545564522e-12
1.391786504516809e+22,1.391786504516809,0.0005946687392239165,2.8433527428753653e-12
1.4297455865530388e+22,1.4297455865530388,0.0005874971144399475,2.825013048778196e-12
1.4687399508716854e+22,1.4687399508716854,0.0005803973804104281,2.8066621668285563e-12
1.508797833387497e+22,1.508797833387497,0.0005733683588157191,2.788299703822262e-12
1.5499482401113412e+22,1.5499482401113414,0.0005664088942873551,2.769925281490184e-12
1.5922209681535792e+22,1.5922209681535793,0.0005595178558898661,2.7515385389939057e-12
1.635646627300152e+22,1.635646627300152,0.000552694138338622,2.7331391352353286e-12
1.68025666217725e+22,1.68025666217725,0.0005459366629892442,2.7147267509989315e-12
1.7260833750204318e+22,1.7260833750204319,0.0005392443786310653,2.696301090942768e-12
1.7731599490647532e+22,1.7731599490647532,0.0005326162621133696,2.6778618854511636e-12
1.8215204725728278e+22,1.8215204725728278,0.0005260513188291688,2.659408892358769e-12
1.8711999635182215e+22,1.8711999635182215,0.0005195485830770869,2.640941898552491e-12
1.922234394942054e+22,1.922234394942054,0.0005131071183177902,2.622460721454459e-12
1.974660721001148e+22,1.9746607210011478,0.0005067260173374026,2.6039652103864505e-12
2.0285169037266918e+22,2.028516903726692,0.0005004044023266735,2.5854552478136234e-12
2.0838419405125404e+22,2.0838419405125403,0.0004941414248813948,2.566930750463305e-12
2.1406758923533896e+22,2.1406758923533897,0.00048793626592675155,2.5483916703130573e-12
2.199059912853022e+22,2.199059912853022,0.00048178813556613994,2.5298379954413944e-12
2.2590362780237363e+22,2.259036278023736,0.0004756962728533003,2.5112697507340355e-12
2.3206484168985075e+22,2.3206484168985075,0.00046965994548563633,2.4926869984390454e-12
2.3839409429780588e+22,2.3839409429780587,0.00046367844941613,2.4740898385649315e-12
2.448959686535604e+22,2.448959686535604,0.0004577511083813891,2.455478409117223e-12
2.515751727802644e+22,2.5157517278026438,0.00045187727334395966,2.4368528861709014e-12
2.5843654310599556e+22,2.5843654310599558,0.0004460563218480654,2.418213483778365e-12
2.654850479658166e+22,2.6548504796581662,0.000440287657289315,2.3995604537150897e-12
2.72725791199367e+22,2.72725791199367,0.0004345707081005107,2.3808940850678526e-12
2.8016401584656354e+22,2.8016401584656356,0.0004289049268574625,2.3622147036733275e-12
2.8780510794409853e+22,2.8780510794409855,0.00042328978931058643,2.3435226714174687e-12
2.9565460042548223e+22,2.956546004254822,0.0004177247933498107,2.3248183854089355e-12
3.037181771274534e+22,3.037181771274534,0.000412209457912045,2.306102277042007e-12
3.1200167690565944e+22,3.1200167690565945,0.0004067433218419695,2.287374810966682e-12
3.2051109786258357e+22,3.205110978625836,0.0004013259427181222,2.268636483985249e-12
3.2925260169079584e+22,3.2925260169079587,0.00039595689565724275,2.2498878238957633e-12
3.3823251813463434e+22,3.3823251813463435,0.0003906357721104202,2.2311293883037502e-12
3.4745734957359885e+22,3.4745734957359886,0.000385362178664795,2.2123617634232215e-12
3.5693377573073717e+22,3.569337757307372,0.0003801357358644758,2.193585562888083e-12
3.6666865850944902e+22,3.66668658509449,0.0003749560770637575,2.1748014265937694e-12
3.7666904696220717e+22,3.7666904696220715,0.00036982284732489727,2.156010019587539e-12
3.869421823947933e+22,3.8694218239479334,0.00036473570237148816,2.1372120310239928e-12
3.974955036097458e+22,3.974955036097458,0.00035969430760700153,2.1184081731999146e-12
4.083366522928108e+22,4.083366522928109,0.0003546983372063787,2.0995991806800045e-12
4.194734785463198e+22,4.194734785463198,0.00034974747328666813,2.0807858095220093e-12
4.309140465734472e+22,4.309140465734472,0.0003448414051607508,2.061968836606908e-12
4.4266664051753345e+22,4.426666405175334,0.0003399798286761597,2.043149059076467e-12
4.5473977046064985e+22,4.547397704606499,0.0003351624456390302,2.0243272938777037e-12
4.671421785857702e+22,4.671421785857702,0.0003303889633213071,2.005504377410665e-12
4.798828455070065e+22,4.798828455070065,0.0003256590940475736,1.9866811652734373e-12
4.929709967724938e+22,4.929709967724937,0.00032097255485631133,1.967858532095815e-12
5.064161095446323e+22,5.064161095446323,0.0003163290672290462,1.949037371451144e-12
5.202279194625197e+22,5.202279194625197,0.0003117283568797836,1.93021859583427e-12
5.344164276915678e+22,5.344164276915678,0.00030717015359633167,1.911403136692326e-12
5.4899190816534625e+22,5.489919081653462,0.0003026541911246295,1.8925919444946433e-12
5.639649150249792e+22,5.6396491502497925,0.00029818020708695907,1.8737859888275913e-12
5.793462902614208e+22,5.793462902614208,0.0002937479429250317,1.85498625850072e-12
5.951471715661677e+22,5.951471715661677,0.00028935714385924723,1.8361937616511283e-12
6.113790003960882e+22,6.113790003960882,0.00028500755885599327,1.8174095258341195e-12
6.2805353025820976e+22,6.280535302582098,0.00028069894059564175,1.7986345980896508e-12
6.4518283522046165e+22,6.4518283522046165,0.00027643104543481124,1.7798700449758005e-12
6.627793186545324e+22,6.627793186545325,0.00027220363335755693,1.7611169525624514e-12
6.808557222172026e+22,6.808557222172026,0.00026801646791127043,1.7423764263803785e-12
6.994251350765777e+22,6.9942513507657775,0.00026386931612432156,1.723649591323321e-12
7.1850100339000855e+22,7.1850100339000855,0.00025976194840362545,1.7049375915024952e-12
7.3809714004048094e+22,7.3809714004048095,0.000255694138411552,1.6862415900554495e-12
7.582277346385584e+22,7.582277346385584,0.0002516656629227006,1.6675627689129748e-12
7.789073637971137e+22,7.789073637971137,0.0002476763016620871,1.6489023285297062e-12
8.001510016862905e+22,8.001510016862905,0.00024372583712722691,1.6302614875856766e-12
