nH_cm2,nH_1e22,flux_medium_ph,flux_medium_erg
5.7490929757512016e+19,0.005749092975751202,0.0003598583381875349,8.877145889028305e-13
5.905891659451771e+19,0.005905891659451771,0.0003598232533707656,8.876325549420753e-13
6.066966813773694e+19,0.006066966813773693,0.0003597872156901086,8.875482926208615e-13
6.232435073630834e+19,0.006232435073630834,0.00035975019937961106,8.874617416603992e-13
6.402416254995689e+19,0.006402416254995689,0.000359712177982828,8.873728401652412e-13
6.5770334416581255e+19,0.006577033441658125,0.00035967312433465767,8.872815245806994e-13
6.7564130743508574e+19,0.006756413074350857,0.00035963301054272814,8.871877296491779e-13
6.9406850423054385e+19,0.006940685042305439,0.0003595918079683086,8.870913883654062e-13
7.129982777305371e+19,0.00712998277730537,0.0003595494872067425,8.869924319305352e-13
7.3244433503043895e+19,0.00732444335030439,0.0003595060180673925,8.868907897050862e-13
7.524207570679874e+19,0.007524207570679874,0.0003594613695530814,8.867863891607157e-13
7.729420088193266e+19,0.007729420088193267,0.0003594155098390219,8.866791558307718e-13
7.940229497731247e+19,0.007940229497731247,0.00035936840625122227,8.865690132596172e-13
8.156788446903924e+19,0.008156788446903923,0.0003593200252443561,8.864558829506845e-13
8.379253746576944e+19,0.008379253746576944,0.00035927033237908467,8.863396843132516e-13
8.607786484418891e+19,0.008607786484418891,0.00035921929229882206,8.862203346078872e-13
8.842552141545192e+19,0.008842552141545192,0.00035916686870592627,8.860977488905571e-13
9.0837207123434e+19,0.0090837207123434,0.0003591130243373107,8.85971839955347e-13
9.331466827566547e+19,0.009331466827566547,0.00035905772093945703,8.858425182757858e-13
9.585969880783698e+19,0.0095859698807837,0.00035900091924282156,8.8570969194473e-13
9.847414158279279e+19,0.009847414158279279,0.0003589425789356203,8.855732666127815e-13
1.0115988972495135e+20,0.010115988972495134,0.0003588826586369828,8.854331454252083e-13
1.0391888799112474e+20,0.010391888799112474,0.0003588211158694578,8.852892289573401e-13
1.0675313417871681e+20,0.01067531341787168,0.0003587579070308597,8.851414151484042e-13
1.0966468057233655e+20,0.010966468057233655,0.0003586929873654434,8.849895992337686e-13
1.1265563542986154e+20,0.011265563542986154,0.000358626310934396,8.848336736755668e-13
1.1572816450903256e+20,0.011572816450903257,0.0003585578305856259,8.846735280916665e-13
1.1888449263568427e+20,0.011888449263568428,0.00035848749792284396,8.845090491829497e-13
1.2212690531474684e+20,0.012212690531474684,0.0003584152632739163,8.843401206588815e-13
1.2545775038518585e+20,0.012545775038518584,0.00035834107565848103,8.841666231613198e-13
1.2887943972007702e+20,0.012887943972007702,0.00035826488275481305,8.839884341865409e-13
1.3239445097305375e+20,0.013239445097305375,0.00035818663086591845,8.838054280054613e-13
1.3600532937237584e+20,0.013600532937237585,0.00035810626488486,8.836174755819873e-13
1.397146895639397e+20,0.01397146895639397,0.0003580237282592789,8.834244444895054e-13
1.435252175045488e+20,0.01435252175045488,0.00035793896295511997,8.8322619882544e-13
1.4743967240682155e+20,0.014743967240682155,0.0003578519094195347,8.830225991238754e-13
1.5146088873714398e+20,0.015146088873714398,0.0003577625065429496,8.828135022661849e-13
1.5559177826811376e+20,0.015559177826811377,0.0003576706916202938,8.82598761389663e-13
1.5983533218696187e+20,0.015983533218696187,0.0003575764003113676,8.823782257940939e-13
1.641946232614772e+20,0.01641946232614772,0.0003574795666003399,8.821517408462604e-13
1.6867280806501076e+20,0.016867280806501076,0.00035738012275436133,8.819191478823327e-13
1.7327312926215e+20,0.017327312926214998,0.0003572779992812842,8.816802841081231e-13
1.7799891795674553e+20,0.017799891795674552,0.0003571731248864743,8.814349824971698e-13
1.828535961039704e+20,0.01828535961039704,0.0003570654264287034,8.811830716866244e-13
1.87840678988166e+20,0.0187840678988166,0.00035695482887511284,8.809243758709064e-13
1.929637777682683e+20,0.01929637777682683,0.0003568412552552348,8.806587146931032e-13
1.9822660209265666e+20,0.019822660209265666,0.0003567246266140626,8.803859031340904e-13
2.0363296278531945e+20,0.020363296278531947,0.00035660486196416113,8.801057513993362e-13
2.0918677460527933e+20,0.020918677460527932,0.00035648187823680426,8.798180648033769e-13
2.1489205908128655e+20,0.021489205908128656,0.00035635559023213784,8.795226436519283e-13
2.2075294742380773e+20,0.022075294742380774,0.00035622591056834766,8.792192831216206e-13
2.2677368351645218e+20,0.022677368351645216,0.0003560927496298432,8.789077731373317e-13
2.3295862698897673e+20,0.023295862698897673,0.00035595601551443305,8.78587898247099e-13
2.3931225637410433e+20,0.023931225637410434,0.00035581561397949625,8.782594374945947e-13
2.4583917235044054e+20,0.024583917235044054,0.0003556714483871443,8.779221642891457e-13
2.5254410107383618e+20,0.025254410107383617,0.0003555234196483691,8.775758462732954e-13
2.594318975996085e+20,0.02594318975996085,0.0003553714261661713,8.772202451878814e-13
2.6650754939809618e+20,0.026650754939809618,0.0003552153637776745,8.768551167346365e-13
2.7377617996610778e+20,0.027377617996610776,0.0003550551256952209,8.764802104363012e-13
2.812430525368452e+20,0.02812430525368452,0.000354890602446451,8.760952694942382e-13
2.889135738910324e+20,0.028891357389103242,0.0003547216818133691,8.757000306435725e-13
2.967932982719765e+20,0.029679329827197648,0.00035454824877040537,8.752942240058367e-13
3.0488793140740876e+20,0.030488793140740877,0.00035437018542147316,8.748775729391452e-13
3.132033346410161e+20,0.03132033346410161,0.00035418737093603325,8.744497938859081e-13
3.2174552917665474e+20,0.032174552917665473,0.0003539996814841784,8.740105962181057e-13
3.305207004383154e+20,0.03305207004383154,0.0003538069901707486,8.73559682080125e-13
3.3953520254901505e+20,0.033953520254901504,0.00035360916696848684,8.730967462292252e-13
3.487955629318171e+20,0.03487955629318171,0.0003534060786502657,8.7262147587362e-13
3.583084870363645e+20,0.03583084870363645,0.0003531975887203901,8.721335505082477e-13
3.680808631943103e+20,0.036808086319431034,0.00035298355734500974,8.716326417482575e-13
3.781197676071748e+20,0.03781197676071748,0.00035276384128166057,8.711184131602735e-13
3.8843246947024096e+20,0.038843246947024096,0.00035253829380797123,8.705905200914738e-13
3.990264362361963e+20,0.03990264362361963,0.0003523067646495573,8.700486094965853e-13
4.099093390223335e+20,0.04099093390223335,0.0003520690999071488,8.694923197628273e-13
4.210890581652222e+20,0.04210890581652222,0.00035182514198298526,8.689212805329153e-13
4.3257368892689324e+20,0.04325736889268932,0.00035157472950652166,8.683351125262025e-13
4.443715473566178e+20,0.044437154735661774,0.0003513176972594977,8.677334273580598e-13
4.564911763125921e+20,0.04564911763125921,0.0003510538761004175,8.671158273576072e-13
4.68941351647839e+20,0.0468941351647839,0.0003507830928885014,8.66481905383911e-13
4.817310885648245e+20,0.048173108856482454,0.0003505051704071693,8.65831244640791e-13
4.948696481433878e+20,0.04948696481433878,0.00035021992728712347,8.651634184903537e-13
5.083665440467121e+20,0.05083665440467121,0.00034992717792910666,8.644779902654491e-13
5.222315494101915e+20,0.052223154941019145,0.0003496267324264088,8.637745130811769e-13
5.3647470391817745e+20,0.05364747039181775,0.00034931839648721415,8.630525296456532e-13
5.5110632107375696e+20,0.0551106321073757,0.0003490019713568764,8.623115720702206e-13
5.661369956667587e+20,0.056613699566675876,0.00034867725374022245,8.615511616793246e-13
5.81577611445484e+20,0.058157761144548396,0.00034834403572398724,8.60770808820272e-13
5.974393489976512e+20,0.059743934899765115,0.0003480021046995012,8.599700126731282e-13
6.137336938462864e+20,0.06137336938462864,0.000347651243285741,8.591482610610182e-13
6.304724447664194e+20,0.06304724447664194,0.00034729122925288274,8.583050302610992e-13
6.476677223286052e+20,0.06476677223286052,0.00034692183544649213,8.574397848165262e-13
6.653319776754586e+20,0.06653319776754586,0.00034654282971249926,8.565519773497132e-13
6.834780015375524e+20,0.06834780015375523,0.00034615397482311815,8.556410483772614e-13
7.021189334952374e+20,0.07021189334952374,0.00034575502840387815,8.547064261268917e-13
7.212682714930137e+20,0.07212682714930137,0.0003453457428619407,8.537475263567943e-13
7.409398816134453e+20,0.07409398816134453,0.0003449258653159045,8.527637521778107e-13
7.611480081176202e+20,0.07611480081176202,0.0003444951375272799,8.517544938788705e-13
7.819072837594546e+20,0.07819072837594546,0.0003440532958338642,8.507191287561867e-13
8.032327403813055e+20,0.08032327403813054,0.00034360007108523655,8.496570209466703e-13
8.251398197985648e+20,0.08251398197985649,0.0003431351885806064,8.485675212661239e-13
8.47644384981116e+20,0.0847644384981116,0.0003426583680092781,8.47449967052761e-13
8.707627315397417e+20,0.08707627315397416,0.0003421693233939897,8.463036820166285e-13
8.945115995258441e+20,0.0894511599525844,0.0003416677630374141,8.451279760955851e-13
9.189081855529149e+20,0.09189081855529149,0.00034115338947211495,8.439221453184761e-13
9.439701552486735e+20,0.09439701552486734,0.0003406258994142739,8.426854716762106e-13
9.69715656046784e+20,0.0969715656046784,0.00034008498372151505,8.41417223001459e-13
9.961633303274565e+20,0.09961633303274565,0.00033953032735517763,8.401166528577728e-13
1.0233323289164402e+21,0.10233323289164402,0.0003389616093473969,8.387830004389118e-13
1.0512423249521835e+21,0.10512423249521835,0.0003383785027733806,8.374154904792481e-13
1.0799135281311928e+21,0.10799135281311928,0.00033778067472927574,8.360133331761514e-13
1.1093666993419582e+21,0.11093666993419582,0.0003371677863160574,8.345757241252823e-13
1.1396231656979116e+21,0.11396231656979115,0.0003365394926298658,8.331018442697987e-13
1.1707048359804764e+21,0.11707048359804764,0.0003358954427592735,8.315908598645057e-13
1.2026342165032613e+21,0.12026342165032612,0.0003352352797899407,8.300419224560414e-13
1.2354344274089366e+21,0.12354344274089366,0.0003345586408171886,8.284541688802246e-13
1.2691292194105873e+21,0.12691292194105872,0.000333865156966997,8.268267212777584e-13
1.3037429909896613e+21,0.13037429909896614,0.0003331544534259923,8.251586871295467e-13
1.3393008060629705e+21,0.13393008060629705,0.0003324261494809822,8.23449159312882e-13
1.3758284121315226e+21,0.13758284121315226,0.0003316798585686515,8.216972161798911e-13
1.413352258924395e+21,0.14133522589243952,0.00033091518833602135,8.199019216596265e-13
1.4518995175509813e+21,0.14518995175509813,0.0003301317407123306,8.180623253852725e-13
1.491498100175702e+21,0.14914981001757022,0.00032932911199300266,8.161774628479817e-13
1.5321766802292613e+21,0.15321766802292613,0.0003285068929363877,8.142463555789352e-13
1.573964713171147e+21,0.1573964713171147,0.0003276646688740086,8.12268011361247e-13
1.6168924578184028e+21,0.1616892457818403,0.0003268020198350435,8.102414244734301e-13
1.6609909982561103e+21,0.16609909982561102,0.00032591852068582455,8.081655759661722e-13
1.7062922663454515e+21,0.17062922663454516,0.00032501374128513687,8.060394339742405e-13
1.7528290648456335e+21,0.17528290648456335,0.0003240872466561405,8.038619540654007e-13
1.8006350911665042e+21,0.18006350911665042,0.00032313859717575513,8.01632079628276e-13
1.849744961768844e+21,0.18497449617688438,0.0003221673487823777,7.99348742301158e-13
1.900194237230286e+21,0.1900194237230286,0.0003211730532028142,7.970108624438021e-13
1.952019447994804e+21,0.19520194479948041,0.0003201552581993439,7.946173496543367e-13
2.0052581208244958e+21,0.20052581208244957,0.0003191135078378421,7.921671033334361e-13
2.059948805972804e+21,0.2059948805972804,0.00031804734277791945,7.896590132979761e-13
2.1161311050988483e+21,0.21161311050988482,0.0003169563005860412,7.870919604464425e-13
2.1738456999430854e+21,0.21738456999430852,0.00031583991607262503,7.844648174783893e-13
2.2331343817850374e+21,0.22331343817850374,0.00031469772165410584,7.817764496703182e-13
2.2940400817045323e+21,0.22940400817045323,0.00031352924774099905,7.790257157103579e-13
2.3566069016680965e+21,0.23566069016680966,0.00031233402315298137,7.762114685941829e-13
2.420880146463368e+21,0.2420880146463368,0.00031111157556202196,7.733325565846091e-13
2.4869063565043874e+21,0.24869063565043875,0.0003098614319646135,7.703878242373609e-13
2.5547333415316237e+21,0.25547333415316237,0.00030858311918413627,7.673761134954992e-13
2.6244102152311265e+21,0.26244102152311266,0.00030727616440440024,7.642962648550041e-13
2.6959874307978654e+21,0.26959874307978654,0.0003059400957354045,7.611471186040301e-13
2.7695168174690124e+21,0.27695168174690127,0.00030457444281232506,7.57927516138308e-13
2.845051618053596e+21,0.28450516180535956,0.00030317873742875806,7.546363013551924e-13
2.9226465274858423e+21,0.2922646527485842,0.00030175251420519266,7.512723221287677e-13
3.002357732429774e+21,0.3002357732429774,0.00030029531129368875,7.478344318684508e-13
3.0842429519642e+21,0.30842429519642,0.000298806671119678,7.443214911634022e-13
3.168361479377223e+21,0.3168361479377223,0.0002972861411617942,7.407323695150457e-13
3.254774225100651e+21,0.3254774225100651,0.00029573327477056444,7.370659471598792e-13
3.343543760815394e+21,0.3343543760815394,0.0002941476320267634,7.333211169846692e-13
3.434734364759767e+21,0.34347343647597667,0.0002925287806401567,7.294967865359931e-13
3.528412068273523e+21,0.3528412068273523,0.00029087629688928505,7.25591880125975e-13
3.62464470361128e+21,0.362464470361128,0.00028918976660287913,7.216053410358706e-13
3.7235019530601334e+21,0.3723501953060133,0.0002874687861833747,7.175361338190035e-13
3.8250553993966036e+21,0.38250553993966036,0.0002857129636729333,7.133832467043436e-13
3.929378577720011e+21,0.39293785777200113,0.00028392191986221696,7.091456941017674e-13
4.036547028699395e+21,0.4036547028699395,0.00028209528944208304,7.048225192098298e-13
4.146638353272696e+21,0.4146638353272696,0.0002802327221981985,7.004127967265443e-13
4.259732268837785e+21,0.4259732268837785,0.0002783338842484376,6.959156356634023e-13
4.375910666976029e+21,0.4375910666976029,0.00027639845932275444,6.913301822624845e-13
4.495257672750182e+21,0.4495257672750182,0.00027442615008505217,6.86655623016169e-13
4.617859705619514e+21,0.4617859705619514,0.0002724166794963693,6.818911877885314e-13
4.743805542016503e+21,0.4743805542016503,0.0002703697922184992,6.770361530370639e-13
4.873186379629842e+21,0.4873186379629842,0.00026828525605694165,6.720898451329388e-13
5.006095903441059e+21,0.5006095903441059,0.000266162863441826,6.670516437774174e-13
5.142630353562002e+21,0.5142630353562002,0.00026400243294521863,6.619209855115791e-13
5.282888594922545e+21,0.5282888594922546,0.000261803810832921,6.566973673158675e-13
5.42697218885892e+21,0.5426972188858921,0.00025956687264861025,6.513803502953761e-13
5.574985466654535e+21,0.5574985466654535,0.00025729152482783607,6.459695634461142e-13
5.727035605086504e+21,0.5727035605086503,0.00025497770633908833,6.404647074967955e-13
5.883232704032576e+21,0.5883232704032576,0.00025262539034879856,6.34865558819954e-13
6.043689866194911e+21,0.6043689866194911,0.0002502345859067863,6.291719734054012e-13
6.208523278997738e+21,0.6208523278997738,0.00024780533964829514,6.233838908882544e-13
6.377852298719147e+21,0.6377852298719148,0.000245337737508368,6.175013386228595e-13
6.551799536917212e+21,0.6551799536917211,0.00024283190644392049,6.115244357930978e-13
6.730490949213319e+21,0.6730490949213319,0.0002402880161584569,6.054533975486161e-13
6.914055926496949e+21,0.6914055926496948,0.00023770628082394712,5.992885391555704e-13
7.102627388617926e+21,0.7102627388617926,0.00023508696079395342,5.930302801495104e-13
7.296341880634013e+21,0.7296341880634013,0.0002324303643016506,5.866791484770117e-13
7.495339671683463e+21,0.7495339671683463,0.00022973684913594233,5.802357846116567e-13
7.699764856554484e+21,0.7699764856554484,0.0002270068242884138,5.737009456289079e-13
7.909765460024267e+21,0.7909765460024266,0.00022424075156343522,5.670755092234182e-13
8.125493544044334e+21,0.8125493544044334,0.00022143914714324695,5.603604776512064e-13
8.347105317848905e+21,0.8347105317848905,0.00021860258309944975,5.535569815781366e-13
8.57476125106639e+21,0.8574761251066391,0.00021573168884186878,5.466662838150965e-13
8.808626189915841e+21,0.8808626189915841,0.0002128271524953576,5.396897829192352e-13
9.048869476572497e+21,0.9048869476572496,0.000209889722194694,5.32629016639666e-13
9.295665071788877e+21,0.9295665071788877,0.00020692020728736184,5.254856651850814e-13
9.549191680860103e+21,0.9549191680860103,0.000203919479433652,5.182615542898398e-13
9.809632883025153e+21,0.9809632883025153,0.0002008884735932069,5.109586580542483e-13
1.007717726439658e+22,1.007717726439658,0.00019782818888687635,5.035791015340358e-13
1.0352018554516473e+22,1.0352018554516473,0.00019473968932249845,4.961251630532993e-13
1.0634355766636436e+22,1.0634355766636436,0.00019162410437307417,4.885992762146819e-13
1.092439334182355e+22,1.092439334182355,0.00018848262939568012,4.810040315800785e-13
1.1222341296996668e+22,1.1222341296996667,0.0001853165258794173,4.733421779948442e-13
1.1528415377000164e+22,1.1528415377000163,0.00018212712151072992,4.656166235283159e-13
1.1842837210825323e+22,1.1842837210825323,0.00017891581004452693,4.578304360034484e-13
1.2165834472092317e+22,1.2165834472092316,0.00017568405096974655,4.499868430885391e-13
1.2497641043909646e+22,1.2497641043909646,0.0001724333689582848,4.4208923192436495e-13
1.2838497188228861e+22,1.2838497188228861,0.00016916535308662148,4.341411482606743e-13
1.318864971981924e+22,1.3188649719819239,0.00016588165581994823,4.2614629507669954e-13
1.3548352184986857e+22,1.3548352184986856,0.0001625839917492512,4.181085306614648e-13
1.391786504516809e+22,1.391786504516809,0.00015927413607251523,4.100318661309153e-13
1.4297455865530388e+22,1.4297455865530388,0.00015595392281208333,4.0192046236045147e-13
1.4687399508716854e+22,1.4687399508716854,0.0001526252427611907,3.9377862631328557e-13
1.508797833387497e+22,1.508797833387497,0.00014929004115381443,3.8561080674714526e-13
1.5499482401113412e+22,1.5499482401113414,0.0001459503150532266,3.774215892842512e-13
1.5922209681535792e+22,1.5922209681535793,0.00014260811045602306,3.692156908321754e-13
1.635646627300152e+22,1.635646627300152,0.0001392655191099303,3.6099795334622427e-13
1.68025666217725e+22,1.68025666217725,0.0001359246750453112,3.527733369271921e-13
1.7260833750204318e+22,1.7260833750204319,0.00013258775082208987,3.445469122519783e-13
1.7731599490647532e+22,1.7731599490647532,0.00012925695349568964,3.363238523383617e-13
1.8215204725728278e+22,1.8215204725728278,0.0001259345203075786,3.281094236493495e-13
1.8711999635182215e+22,1.8711999635182215,0.00012262271410811885,3.1990897654687234e-13
1.922234394942054e+22,1.922234394942054,0.00011932381852159747,3.117279351091696e-13
1.974660721001148e+22,1.9746607210011478,0.00011604013286557197,3.035717863309861e-13
2.0285169037266918e+22,2.028516903726692,0.00011277396683896375,2.9544606873061974e-13
2.0838419405125404e+22,2.0838419405125403,0.00010952763499569662,2.873563603929489e-13
2.1406758923533896e+22,2.1406758923533897,0.00010630345102298512,2.7930826648264883e-13
2.199059912853022e+22,2.199059912853022,0.00010310372184575569,2.7130740626702167e-13
2.2590362780237363e+22,2.259036278023736,9.993074158094955e-05,2.6335939969299584e-13
2.3206484168985075e+22,2.3206484168985075,9.678678536768971e-05,2.5546985356791673e-13
2.3839409429780588e+22,2.3839409429780587,9.367410310141429e-05,2.476443473986889e-13
2.448959686535604e+22,2.448959686535604,9.05949131020697e-05,2.398884189485633e-13
2.515751727802644e+22,2.5157517278026438,8.755139574828324e-05,2.322075495753301e-13
2.5843654310599556e+22,2.5843654310599558,8.454568711105662e-05,2.246071494187924e-13
2.654850479658166e+22,2.6548504796581662,8.157987262194082e-05,2.1709254250917144e-13
2.72725791199367e+22,2.72725791199367,7.865598081175439e-05,2.096689518712742e-13
2.8016401584656354e+22,2.8016401584656356,7.57759771567868e-05,2.0234148470205277e-13
2.8780510794409853e+22,2.8780510794409855,7.294175806992873e-05,1.9511511770125912e-13
2.9565460042548223e+22,2.956546004254822,7.015514507435544e-05,1.8799468263638307e-13
3.037181771274534e+22,3.037181771274534,6.741787919719356e-05,1.8098485222381182e-13
3.1200167690565944e+22,3.1200167690565945,6.473161562002178e-05,1.7409012640814882e-13
3.2051109786258357e+22,3.205110978625836,6.209791862207298e-05,1.6731481912085192e-13
3.2925260169079584e+22,3.2925260169079587,5.951825685061139e-05,1.6066304559772164e-13
3.3823251813463434e+22,3.3823251813463435,5.699399895117218e-05,1.54138710332392e-13
3.4745734957359885e+22,3.4745734957359886,5.45264095881207e-05,1.4774549573963282e-13
3.5693377573073717e+22,3.569337757307372,5.211664588341565e-05,1.4148685159827085e-13
3.6666865850944902e+22,3.66668658509449,4.9765754298476126e-05,1.3536598533862001e-13
3.7666904696220717e+22,3.7666904696220715,4.74746679807415e-05,1.2938585323370937e-13
3.869421823947933e+22,3.8694218239479334,4.5244204592888566e-05,1.2354915254728361e-13
3.974955036097458e+22,3.974955036097458,4.307506463877636e-05,1.178583146846247e-13
4.083366522928108e+22,4.083366522928109,4.096783029608129e-05,1.1231549938478357e-13
4.194734785463198e+22,4.194734785463198,3.8922964761306425e-05,1.0692258998489868e-13
4.309140465734472e+22,4.309140465734472,3.6940812108490124e-05,1.0168118977909874e-13
4.4266664051753345e+22,4.426666405175334,3.5021597658506746e-05,9.659261948599956e-14
4.5473977046064985e+22,4.547397704606499,3.31654288515005e-05,9.165791583036489e-14
4.671421785857702e+22,4.671421785857702,3.1372296610707096e-05,8.687783123601643e-14
4.798828455070065e+22,4.798828455070065,2.9642077181826365e-05,8.225283461883188e-14
4.929709967724938e+22,4.929709967724937,2.7974534428254282e-05,7.778311326072491e-14
5.064161095446323e+22,5.064161095446323,2.6369322558937108e-05,7.346857573800254e-14
5.202279194625197e+22,5.202279194625197,2.4825989262435228e-05,6.930885587056004e-14
5.344164276915678e+22,5.344164276915678,2.3343979218025906e-05,6.53033176520892e-14
5.4899190816534625e+22,5.489919081653462,2.192263795239582e-05,6.145106111598195e-14
5.639649150249792e+22,5.6396491502497925,2.056121600866936e-05,5.775092908687022e-14
5.793462902614208e+22,5.793462902614208,1.9258873393269438e-05,5.4201514763958546e-14
5.951471715661677e+22,5.951471715661677,1.8014684265365073e-05,5.080117007935098e-14
6.113790003960882e+22,6.113790003960882,1.6827641833459214e-05,4.7548014772549124e-14
6.2805353025820976e+22,6.280535302582098,1.5696663423979327e-05,4.4439946121137116e-14
6.4518283522046165e+22,6.4518283522046165,1.4620595687525913e-05,4.1474649267335174e-14
6.627793186545324e+22,6.627793186545325,1.3598219909666775e-05,3.8649608080518413e-14
6.808557222172026e+22,6.808557222172026,1.2628257394783745e-05,3.5962116496866884e-14
6.994251350765777e+22,6.9942513507657775,1.1709374893427668e-05,3.340929027894781e-14
7.1850100339000855e+22,7.1850100339000855,1.0840190045822096e-05,3.0988079140038166e-14
7.3809714004048094e+22,7.3809714004048095,1.0019276816536793e-05,2.86952791803425e-14
7.582277346385584e+22,7.582277346385584,9.245170897809308e-06,2.6527545584698565e-14
7.789073637971137e+22,7.789073637971137,8.516375061473008e-06,2.4481405533822064e-14
