nH_cm2,nH_1e22,flux_hard_ph,flux_hard_erg
5.596457224360927e+19,0.005596457224360927,0.0004552129174365873,2.6277105675749843e-12
5.7490929757512016e+19,0.005749092975751202,0.0004552056827642479,2.6276791393647574e-12
5.905891659451771e+19,0.005905891659451771,0.00045519825096727564,2.6276468547245784e-12
6.066966813773694e+19,0.006066966813773693,0.00045519061667992903,2.627613690336919e-12
6.232435073630834e+19,0.006232435073630834,0.0004551827743907089,2.627579622250535e-12
6.402416254995689e+19,0.006402416254995689,0.0004551747184384118,2.627544625863291e-12
6.5770334416581255e+19,0.006577033441658125,0.00045516644300808384,2.6275086759045644e-12
6.7564130743508574e+19,0.006756413074350857,0.00045515794212685985,2.627471746417118e-12
6.9406850423054385e+19,0.006940685042305439,0.0004551492096596996,2.6274338107385488e-12
7.129982777305371e+19,0.00712998277730537,0.00045514023930499827,2.6273948414821886e-12
7.3244433503043895e+19,0.00732444335030439,0.00045513102459009174,2.6273548105175244e-12
7.524207570679874e+19,0.007524207570679874,0.0004551215588666314,2.6273136889500704e-12
7.729420088193266e+19,0.007729420088193267,0.00045511183530584176,2.6272714471007174e-12
7.940229497731247e+19,0.007940229497731247,0.0004551018468936471,2.6272280544845213e-12
8.156788446903924e+19,0.008156788446903923,0.0004550915864256745,2.627183479788922e-12
8.379253746576944e+19,0.008379253746576944,0.0004550810465021112,2.6271376908514034e-12
8.607786484418891e+19,0.008607786484418891,0.00045507021952244055,2.6270906546364962e-12
8.842552141545192e+19,0.008842552141545192,0.00045505909768002266,2.6270423372122363e-12
9.0837207123434e+19,0.0090837207123434,0.00045504767295654323,2.6269927037259436e-12
9.331466827566547e+19,0.009331466827566547,0.0004550359371163037,2.6269417183793864e-12
9.585969880783698e+19,0.0095859698807837,0.0004550238817003687,2.6268893444032608e-12
9.847414158279279e+19,0.009847414158279279,0.0004550114980205496,2.626835544030995e-12
1.0115988972495135e+20,0.010115988972495134,0.0004549987771532365,2.626780278471865e-12
1.0391888799112474e+20,0.010391888799112474,0.00045498570993305845,2.626723507883374e-12
1.0675313417871681e+20,0.01067531341787168,0.0004549722869463812,2.6266651913429266e-12
1.0966468057233655e+20,0.010966468057233655,0.0004549584985246292,2.626605286818716e-12
1.1265563542986154e+20,0.011265563542986154,0.00045494433473743345,2.626543751139863e-12
1.1572816450903256e+20,0.011572816450903257,0.00045492978538559377,2.626480539965737e-12
1.1888449263568427e+20,0.011888449263568428,0.00045491483999386223,2.6264156077544934e-12
1.2212690531474684e+20,0.012212690531474684,0.00045489948780352406,2.626348907730753e-12
1.2545775038518585e+20,0.012545775038518584,0.00045488371776479676,2.6262803918524202e-12
1.2887943972007702e+20,0.012887943972007702,0.0004548675185290179,2.6262100107766516e-12
1.3239445097305375e+20,0.013239445097305375,0.00045485087844063064,2.6261377138248928e-12
1.3600532937237584e+20,0.013600532937237585,0.00045483378552895967,2.6260634489470065e-12
1.397146895639397e+20,0.01397146895639397,0.0004548162274997706,2.625987162684444e-12
1.435252175045488e+20,0.01435252175045488,0.0004547981917266022,2.625908800132459e-12
1.4743967240682155e+20,0.014743967240682155,0.00045477966524188105,2.6258283049013038e-12
1.5146088873714398e+20,0.015146088873714398,0.00045476063472779134,2.6257456190764337e-12
1.5559177826811376e+20,0.015559177826811377,0.0004547410865069189,2.6256606831776173e-12
1.5983533218696187e+20,0.015983533218696187,0.0004547210065326347,2.6255734361170147e-12
1.641946232614772e+20,0.01641946232614772,0.0004547003803792423,2.6254838151561525e-12
1.6867280806501076e+20,0.016867280806501076,0.0004546791932318623,2.6253917558617227e-12
1.7327312926215e+20,0.017327312926214998,0.00045465742987604423,2.6252971920602872e-12
1.7799891795674553e+20,0.017799891795674552,0.00045463507468712373,2.6252000557917375e-12
1.828535961039704e+20,0.01828535961039704,0.0004546121116192935,2.6251002772615897e-12
1.87840678988166e+20,0.0187840678988166,0.00045458852419439066,2.624997784791989e-12
1.929637777682683e+20,0.01929637777682683,0.00045456429549039514,2.624892504771471e-12
1.9822660209265666e+20,0.019822660209265666,0.0004545394081296349,2.6247843616033776e-12
2.0363296278531945e+20,0.020363296278531947,0.00045451384426667467,2.624673277652979e-12
2.0918677460527933e+20,0.020918677460527932,0.0004544875855759066,2.624559173193157e-12
2.1489205908128655e+20,0.021489205908128656,0.0004544606132388059,2.6244419663487506e-12
2.2075294742380773e+20,0.022075294742380774,0.00045443290793087247,2.624321573039404e-12
2.2677368351645218e+20,0.022677368351645216,0.0004544044498082312,2.624197906920959e-12
2.3295862698897673e+20,0.023295862698897673,0.00045437521849388355,2.6240708793253236e-12
2.3931225637410433e+20,0.023931225637410434,0.00045434519306361695,2.6239403991988045e-12
2.4583917235044054e+20,0.024583917235044054,0.0004543143520315516,2.623806373038837e-12
2.5254410107383618e+20,0.025254410107383617,0.0004542826733353116,2.623668704829097e-12
2.594318975996085e+20,0.02594318975996085,0.0004542501343208272,2.6235272959729325e-12
2.6650754939809618e+20,0.026650754939809618,0.0004542167117267497,2.6233820452251145e-12
2.7377617996610778e+20,0.027377617996610776,0.0004541823816684686,2.6232328486218092e-12
2.812430525368452e+20,0.02812430525368452,0.00045414711962172606,2.623079599408803e-12
2.889135738910324e+20,0.028891357389103242,0.00045411090040581916,2.6229221879678582e-12
2.967932982719765e+20,0.029679329827197648,0.00045407369816637756,2.6227605017412187e-12
3.0488793140740876e+20,0.030488793140740877,0.0004540354863577102,2.6225944251542007e-12
3.132033346410161e+20,0.03132033346410161,0.00045399623772471,2.62242383953581e-12
3.2174552917665474e+20,0.032174552917665473,0.00045395592428430553,2.6222486230373654e-12
3.305207004383154e+20,0.03305207004383154,0.0004539145173064497,2.6220686505490722e-12
3.3953520254901505e+20,0.033953520254901504,0.00045387198729464085,2.621883793614478e-12
3.487955629318171e+20,0.03487955629318171,0.0004538283039659563,2.6216939203427976e-12
3.583084870363645e+20,0.03583084870363645,0.0004537834362305906,2.6214988953190542e-12
3.680808631943103e+20,0.036808086319431034,0.0004537373521709008,2.621298579511962e-12
3.781197676071748e+20,0.03781197676071748,0.00045369001901992526,2.621092830179484e-12
3.8843246947024096e+20,0.038843246947024096,0.00045364140313937953,2.620881500772134e-12
3.990264362361963e+20,0.03990264362361963,0.00045359146999712384,2.620664440833777e-12
4.099093390223335e+20,0.04099093390223335,0.0004535401841440679,2.6204414959000714e-12
4.210890581652222e+20,0.04210890581652222,0.0004534875091905367,2.620212507394348e-12
4.3257368892689324e+20,0.04325736889268932,0.0004534334077820398,2.6199773125209537e-12
4.443715473566178e+20,0.044437154735661774,0.0004533778415744846,2.6197357441560197e-12
4.564911763125921e+20,0.04564911763125921,0.0004533207712087778,2.6194876307355008e-12
4.68941351647839e+20,0.0468941351647839,0.0004532621562848266,2.61923279614057e-12
4.817310885648245e+20,0.048173108856482454,0.0004532019553349271,2.6189710595801743e-12
4.948696481433878e+20,0.04948696481433878,0.0004531401257965159,2.6187022354707913e-12
5.083665440467121e+20,0.05083665440467121,0.00045307662398428705,2.6184261333132964e-12
5.222315494101915e+20,0.052223154941019145,0.00045301140506165047,2.618142557566883e-12
5.3647470391817745e+20,0.05364747039181775,0.0004529444230115278,2.6178513075199468e-12
5.5110632107375696e+20,0.0551106321073757,0.0004528756306064724,2.6175521771579776e-12
5.661369956667587e+20,0.056613699566675876,0.00045280497937809675,2.6172449550282224e-12
5.81577611445484e+20,0.058157761144548396,0.0004527324195857985,2.616929424101303e-12
5.974393489976512e+20,0.059743934899765115,0.0004526579001847777,2.6166053616294544e-12
6.137336938462864e+20,0.06137336938462864,0.00045258136879332267,2.6162725390015586e-12
6.304724447664194e+20,0.06304724447664194,0.00045250277165936317,2.6159307215947884e-12
6.476677223286052e+20,0.06476677223286052,0.0004524220536262686,2.615579668622813e-12
6.653319776754586e+20,0.06653319776754586,0.00045233915809789475,2.615219132980548e-12
6.834780015375524e+20,0.06834780015375523,0.00045225402700284774,2.614848861085367e-12
7.021189334952374e+20,0.07021189334952374,0.00045216660075797293,2.61446859271468e-12
7.212682714930137e+20,0.07212682714930137,0.0004520768182310381,2.6140780608399234e-12
7.409398816134453e+20,0.07409398816134453,0.00045198461670262647,2.6136769914567426e-12
7.611480081176202e+20,0.07611480081176202,0.00045188993182719583,2.6132651034114708e-12
7.819072837594546e+20,0.07819072837594546,0.00045179269759332253,2.6128421082237755e-12
8.032327403813055e+20,0.08032327403813054,0.0004516928462831036,2.6124077099053425e-12
8.251398197985648e+20,0.08251398197985649,0.00045159030843070993,2.6119616047747274e-12
8.47644384981116e+20,0.0847644384981116,0.0004514850127800909,2.611503481268099e-12
8.707627315397417e+20,0.08707627315397416,0.00045137688624180046,2.6110330197460276e-12
8.945115995258441e+20,0.0894511599525844,0.00045126585384896637,2.6105498922960873e-12
9.189081855529149e+20,0.09189081855529149,0.000451151838712365,2.6100537625313835e-12
9.439701552486735e+20,0.09439701552486734,0.000451034761974613,2.6095442853848106e-12
9.69715656046784e+20,0.0969715656046784,0.00045091454276346217,2.6090211068991023e-12
9.961633303274565e+20,0.09961633303274565,0.00045079109814419815,2.608483864012588e-12
1.0233323289164402e+21,0.10233323289164402,0.0004506643430711273,2.6079321843405903e-12
1.0512423249521835e+21,0.10512423249521835,0.0004505341903381566,2.607365685952503e-12
1.0799135281311928e+21,0.10799135281311928,0.00045040055052846195,2.6067839771443904e-12
1.1093666993419582e+21,0.11093666993419582,0.00045026333196323875,2.6061866562072133e-12
1.1396231656979116e+21,0.11396231656979115,0.00045012244064953906,2.6055733111905518e-12
1.1707048359804764e+21,0.11707048359804764,0.00044997778022718885,2.6049435196618368e-12
1.2026342165032613e+21,0.12026342165032612,0.000449829251914792,2.604296848461074e-12
1.2354344274089366e+21,0.12354344274089366,0.0004496767544548278,2.603632853451058e-12
1.2691292194105873e+21,0.12691292194105872,0.00044952018405782635,2.602951079262973e-12
1.3037429909896613e+21,0.13037429909896614,0.00044935943434566217,2.602251059037564e-12
1.3393008060629705e+21,0.13393008060629705,0.00044919439629393114,2.601532314161625e-12
1.3758284121315226e+21,0.13758284121315226,0.0004490249581734608,2.6007943540000685e-12
1.413352258924395e+21,0.14133522589243952,0.0004488510054909323,2.6000366756233816e-12
1.4518995175509813e+21,0.14518995175509813,0.0004486724209286492,2.599258763530601e-12
1.491498100175702e+21,0.14914981001757022,0.00044848908428345597,2.598460089367825e-12
1.5321766802292613e+21,0.15321766802292613,0.0004483008724048311,2.5976401116422435e-12
1.573964713171147e+21,0.1573964713171147,0.00044810765913216866,2.5967982754317877e-12
1.6168924578184028e+21,0.1616892457818403,0.0004479093152312755,2.5959340120904415e-12
1.6609909982561103e+21,0.16609909982561102,0.0004477057083301101,2.5950467389492177e-12
1.7062922663454515e+21,0.17062922663454516,0.000447496702853785,2.5941358590129993e-12
1.7528290648456335e+21,0.17528290648456335,0.0004472821599588721,2.5932007606531726e-12
1.8006350911665042e+21,0.18006350911665042,0.00044706193746704275,2.5922408172962884e-12
1.849744961768844e+21,0.18497449617688438,0.0004468358897980754,2.5912553871087825e-12
1.900194237230286e+21,0.1900194237230286,0.00044660386790228883,2.5902438126778897e-12
1.952019447994804e+21,0.19520194479948041,0.0004463657191924188,2.5892054206889223e-12
2.0052581208244958e+21,0.20052581208244957,0.0004461212874750238,2.5881395215990086e-12
2.059948805972804e+21,0.2059948805972804,0.0004458704128814408,2.587045409307518e-12
2.1161311050988483e+21,0.21161311050988482,0.00044561293179837453,2.5859223608233272e-12
2.1738456999430854e+21,0.21738456999430852,0.0004453486767981719,2.584769635929118e-12
2.2331343817850374e+21,0.22331343817850374,0.0004450774765688442,2.5835864768429732e-12
2.2940400817045323e+21,0.22940400817045323,0.00044479915584393927,2.582372107877444e-12
2.3566069016680965e+21,0.23566069016680966,0.00044451353533230345,2.581125735096448e-12
2.420880146463368e+21,0.2420880146463368,0.00044422043164785515,2.57984654597018e-12
2.4869063565043874e+21,0.24869063565043875,0.00044391965723943977,2.578533709028399e-12
2.5547333415316237e+21,0.25547333415316237,0.00044361102032087514,2.577186373512423e-12
2.6244102152311265e+21,0.26244102152311266,0.0004432943248012842,2.575803669026195e-12
2.6959874307978654e+21,0.26959874307978654,0.0004429693702158452,2.574384705186765e-12
2.7695168174690124e+21,0.27695168174690127,0.00044263595165705083,2.5729285712746237e-12
2.845051618053596e+21,0.28450516180535956,0.0004422938597066349,2.5714343358843722e-12
2.9226465274858423e+21,0.2922646527485842,0.00044194288036828036,2.5699010465761387e-12
3.002357732429774e+21,0.3002357732429774,0.00044158279500126647,2.568327729528256e-12
3.0842429519642e+21,0.30842429519642,0.0004412133802552034,2.566713389191809e-12
3.168361479377223e+21,0.3168361479377223,0.00044083440800601344,2.5650570079475334e-12
3.254774225100651e+21,0.3254774225100651,0.0004404456452933459,2.5633575457657447e-12
3.343543760815394e+21,0.3343543760815394,0.0004400468542595901,2.5616139398699357e-12
3.434734364759767e+21,0.34347343647597667,0.0004396377920906939,2.559825104404705e-12
3.528412068273523e+21,0.3528412068273523,0.00043921821095898824,2.5579899301088052e-12
3.62464470361128e+21,0.362464470361128,0.0004387878579682308,2.556107283994054e-12
3.7235019530601334e+21,0.3723501953060133,0.00043834647510109827,2.5541760090309108e-12
3.8250553993966036e+21,0.38250553993966036,0.00043789379916937143,2.5521949238416663e-12
3.929378577720011e+21,0.39293785777200113,0.00043742956176705586,2.5501628224020932e-12
4.036547028699395e+21,0.4036547028699395,0.0004369534892267151,2.54807847375256e-12
4.146638353272696e+21,0.4146638353272696,0.0004364653025792918,2.5459406217196435e-12
4.259732268837785e+21,0.4259732268837785,0.0004359647175176965,2.5437479846492933e-12
4.375910666976029e+21,0.4375910666976029,0.0004354514443645034,2.5414992551527205e-12
4.495257672750182e+21,0.4495257672750182,0.00043492518804403576,2.5391930998661655e-12
4.617859705619514e+21,0.4617859705619514,0.00043438564805921526,2.5368281592258442e-12
4.743805542016503e+21,0.4743805542016503,0.0004338325184734959,2.5344030472593494e-12
4.873186379629842e+21,0.4873186379629842,0.0004332654878982848,2.531916351394916e-12
5.006095903441059e+21,0.5006095903441059,0.0004326842394862026,2.5293666322899983e-12
5.142630353562002e+21,0.5142630353562002,0.00043208845093060786,2.5267524236806454e-12
5.282888594922545e+21,0.5282888594922546,0.0004314777944717979,2.524072232253289e-12
5.42697218885892e+21,0.5426972188858921,0.00043085193691032,2.5213245375405785e-12
5.574985466654535e+21,0.5574985466654535,0.00043021053962785086,2.5185077918430256e-12
5.727035605086504e+21,0.5727035605086503,0.0004295532586161096,2.5156204201781622e-12
5.883232704032576e+21,0.5883232704032576,0.0004288797445143032,2.512660820259208e-12
6.043689866194911e+21,0.6043689866194911,0.00042818964265560456,2.5096273625050978e-12
6.208523278997738e+21,0.6208523278997738,0.0004274825931231872,2.506518390083939e-12
6.377852298719147e+21,0.6377852298719148,0.0004267582308163698,2.5033322189919914e-12
6.551799536917212e+21,0.6551799536917211,0.00042601618552742197,2.5000671381703223e-12
6.730490949213319e+21,0.6730490949213319,0.00042525608202961286,2.496721409661426e-12
6.914055926496949e+21,0.6914055926496948,0.0004244775401771073,2.493293268808098e-12
7.102627388617926e+21,0.7102627388617926,0.0004236801750173105,2.4897809244970092e-12
7.296341880634013e+21,0.7296341880634013,0.0004228635969163063,2.4861825594494388e-12
7.495339671683463e+21,0.7495339671683463,0.0004220274116980223,2.482496330561715e-12
7.699764856554484e+21,0.7699764856554484,0.0004211712207977998,2.47872036929801e-12
7.909765460024267e+21,0.7909765460024266,0.0004202946214310321,2.4748527821381863e-12
8.125493544044334e+21,0.8125493544044334,0.0004193972067775773,2.4708916510834563e-12
8.347105317848905e+21,0.8347105317848905,0.00041847856618263286,2.4668350342226785e-12
8.57476125106639e+21,0.8574761251066391,0.0004175382853748106,2.4626809663622245e-12
8.808626189915841e+21,0.8808626189915841,0.00041657594670211603,2.4584274597223083e-12
9.048869476572497e+21,0.9048869476572496,0.00041559112938658433,2.4540725047028543e-12
9.295665071788877e+21,0.9295665071788877,0.000414583409798303,2.4496140707219035e-12
9.549191680860103e+21,0.9549191680860103,0.0004135523617495832,2.4450501071296527e-12
9.809632883025153e+21,0.9809632883025153,0.0004124975568100042,2.440378544201313e-12
1.007717726439658e+22,1.007717726439658,0.0004114185646431111,2.435597294211872e-12
1.0352018554516473e+22,1.0352018554516473,0.00041031495336548313,2.4307042525959643e-12
1.0634355766636436e+22,1.0634355766636436,0.0004091862899289426,2.425697299196028e-12
1.092439334182355e+22,1.092439334182355,0.00040803214052660057,2.4205742996019134e-12
1.1222341296996668e+22,1.1222341296996667,0.000406852071023498,2.4153331065851232e-12
1.1528415377000164e+22,1.1528415377000163,0.00040564564741251503,2.4099715616307674e-12
1.1842837210825323e+22,1.1842837210825323,0.0004044124362962428,2.4044874965703942e-12
1.2165834472092317e+22,1.2165834472092316,0.0004031520053954757,2.39887873531866e-12
1.2497641043909646e+22,1.2497641043909646,0.00040186392408494287,2.3931430957168263e-12
1.2838497188228861e+22,1.2838497188228861,0.00040054776395687965,2.3872783914859348e-12
1.318864971981924e+22,1.3188649719819239,0.00039920309941297936,2.3812824342924375e-12
1.3548352184986857e+22,1.3548352184986856,0.00039782950828523296,2.3751530359288566e-12
1.391786504516809e+22,1.391786504516809,0.00039642657248610205,2.368888010611954e-12
1.4297455865530388e+22,1.4297455865530388,0.00039499387868842227,2.3624851774007063e-12
1.4687399508716854e+22,1.4687399508716854,0.0003935310190353417,2.355942362736155e-12
1.508797833387497e+22,1.508797833387497,0.00039203759188056016,2.3492574031049615e-12
1.5499482401113412e+22,1.5499482401113414,0.00039051320255901296,2.342428147828284e-12
1.5922209681535792e+22,1.5922209681535793,0.0003889574641880834,2.3354524619772383e-12
1.635646627300152e+22,1.635646627300152,0.00038736999849930796,2.3283282294159694e-12
1.68025666217725e+22,1.68025666217725,0.00038575043670044097,2.3210533559729016e-12
1.7260833750204318e+22,1.7260833750204319,0.0003840984203676143,2.3136257727404658e-12
1.7731599490647532e+22,1.7731599490647532,0.00038241360236721634,2.3060434395030628e-12
1.8215204725728278e+22,1.8215204725728278,0.00038069564780696,2.29830434829264e-12
1.8711999635182215e+22,1.8711999635182215,0.00037894423501546605,2.290406527070788e-12
1.922234394942054e+22,1.922234394942054,0.00037715905654953986,2.2823480435355875e-12
1.974660721001148e+22,1.9746607210011478,0.0003753398202281294,2.274127009051031e-12
2.0285169037266918e+22,2.028516903726692,0.00037348625019178945,2.2657415826961394e-12
2.0838419405125404e+22,2.0838419405125403,0.0003715980879862878,2.257189975430232e-12
2.1406758923533896e+22,2.1406758923533897,0.0003696750936687559,2.2484704543701194e-12
2.199059912853022e+22,2.199059912853022,0.00036771704693463325,2.2395813471743393e-12
2.2590362780237363e+22,2.259036278023736,0.0003657237482633637,2.230521046528582e-12
2.3206484168985075e+22,2.3206484168985075,0.0003636950200806288,2.221288014725869e-12
2.3839409429780588e+22,2.3839409429780587,0.00036163070793462465,2.211880788334e-12
2.448959686535604e+22,2.448959686535604,0.00035953068168365277,2.202297982942004e-12
2.515751727802644e+22,2.5157517278026438,0.00035739483669203643,2.1925382979763508e-12
2.5843654310599556e+22,2.5843654310599558,0.0003552230950311023,2.182600521576741e-12
2.654850479658166e+22,2.6548504796581662,0.0003530154066817048,2.1724835355203178e-12
2.72725791199367e+22,2.72725791199367,0.00035077175073448493,2.162186320182035e-12
2.8016401584656354e+22,2.8016401584656356,0.00034849213658377006,2.1517079595180514e-12
2.8780510794409853e+22,2.8780510794409855,0.0003461766051107589,2.141047646057771e-12
2.9565460042548223e+22,2.956546004254822,0.00034382522985133173,2.130204685889264e-12
3.037181771274534e+22,3.037181771274534,0.0003414381181435455,2.1191785036215916e-12
3.1200167690565944e+22,3.1200167690565945,0.0003390154122496216,2.1079686473065723e-12
3.2051109786258357e+22,3.205110978625836,0.0003365572904469195,2.096574793301473e-12
3.2925260169079584e+22,3.2925260169079587,0.00033406396808216657,2.084996751052976e-12
3.3823251813463434e+22,3.3823251813463435,0.0003315356985829491,2.073234467781978e-12
3.4745734957359885e+22,3.4745734957359886,0.0003289727744202176,2.061288033047491e-12
3.5693377573073717e+22,3.569337757307372,0.0003263755280153762,2.0491576831673184e-12
3.6666865850944902e+22,3.66668658509449,0.0003237443325852928,2.0368438054721093e-12
3.7666904696220717e+22,3.7666904696220715,0.000321079602918422,2.0243469423686896e-12
3.869421823947933e+22,3.8694218239479334,0.00031838179607508634,2.0116677951878683e-12
3.974955036097458e+22,3.974955036097458,0.00031565141200483803,1.9988072277913243e-12
4.083366522928108e+22,4.083366522928109,0.0003128889940737684,1.985766269911686e-12
4.194734785463198e+22,4.194734785463198,0.0003100951294945976,1.9725461201995756e-12
4.309140465734472e+22,4.309140465734472,0.0003072704496523946,1.959148148951224e-12
4.4266664051753345e+22,4.426666405175334,0.00030441563031883195,1.945573900490171e-12
4.5473977046064985e+22,4.547397704606499,0.00030153139174802016,1.9318250951767146e-12
4.671421785857702e+22,4.671421785857702,0.0002986184986471318,1.9179036310191605e-12
4.798828455070065e+22,4.798828455070065,0.00029567776001526773,1.903811584861404e-12
4.929709967724938e+22,4.929709967724937,0.00029271002884433535,1.8895512131221356e-12
5.064161095446323e+22,5.064161095446323,0.00028971620167607046,1.8751249520619955e-12
5.202279194625197e+22,5.202279194625197,0.00028669721800980805,1.860535417556274e-12
5.344164276915678e+22,5.344164276915678,0.000283654059556105,1.8457854043520966e-12
5.4899190816534625e+22,5.489919081653462,0.00028058774933195565,1.8308778847911e-12
5.639649150249792e+22,5.6396491502497925,0.0002774993505939894,1.8158160069803124e-12
5.793462902614208e+22,5.793462902614208,0.00027438996560682653,1.8006030923965471e-12
5.951471715661677e+22,5.951471715661677,0.00027126073424461135,1.7852426329121226e-12
6.113790003960882e+22,6.113790003960882,0.0002681128324246394,1.7697382872325906e-12
6.2805353025820976e+22,6.280535302582098,0.00026494747037302457,1.754093876740427e-12
6.4518283522046165e+22,6.4518283522046165,0.00026176589072339783,1.738313380741952e-12
6.627793186545324e+22,6.627793186545325,0.0002585693664507833,1.7224009311186044e-12
6.808557222172026e+22,6.808557222172026,0.0002553591986439838,1.7063608063874645e-12
6.994251350765777e+22,6.9942513507657775,0.0002521367141210928,1.6901974251803009e-12
7.1850100339000855e+22,7.1850100339000855,0.0002489032628940156,1.6739153391545314e-12
