nH_cm2,nH_1e22,flux_soft_ph,flux_soft_erg
8.607786484418891e+19,0.008607786484418891,0.001410636372438632,2.171871703942488e-12
8.842552141545192e+19,0.008842552141545192,0.0014096500841251586,2.170739342725683e-12
9.0837207123434e+19,0.0090837207123434,0.0014086379719950935,2.1695771787034557e-12
9.331466827566547e+19,0.009331466827566547,0.00140759938977227,2.1683844574279953e-12
9.585969880783698e+19,0.0095859698807837,0.0014065336766431213,2.1671604069894036e-12
9.847414158279279e+19,0.009847414158279279,0.001405440157021138,2.16590423770232e-12
1.0115988972495135e+20,0.010115988972495134,0.0014043181403130365,2.164615141792261e-12
1.0391888799112474e+20,0.010391888799112474,0.001403166920686993,2.1632922930820186e-12
1.0675313417871681e+20,0.01067531341787168,0.0014019857768435165,2.16193484667859e-12
1.0966468057233655e+20,0.010966468057233655,0.001400773971789284,2.1605419386610287e-12
1.1265563542986154e+20,0.011265563542986154,0.0013995307526146077,2.1591126857697284e-12
1.1572816450903256e+20,0.011572816450903257,0.001398255350275004,2.1576461850976413e-12
1.1888449263568427e+20,0.011888449263568428,0.001396946979377462,2.1561415137839263e-12
1.2212690531474684e+20,0.012212690531474684,0.0013956048379720194,2.154597728710684e-12
1.2545775038518585e+20,0.012545775038518584,0.0013942281073493245,2.1530138662032825e-12
1.2887943972007702e+20,0.012887943972007702,0.0013928159518448557,2.1513889417350347e-12
1.3239445097305375e+20,0.013239445097305375,0.0013913675186505348,2.1497219496367887e-12
1.3600532937237584e+20,0.013600532937237585,0.0013898819376344743,2.148011862812303e-12
1.397146895639397e+20,0.01397146895639397,0.0013883583211697398,2.1462576324600257e-12
1.435252175045488e+20,0.01435252175045488,0.001386795763972904,2.144458187802205e-12
1.4743967240682155e+20,0.014743967240682155,0.0013851933429533398,2.1426124358221527e-12
1.5146088873714398e+20,0.015146088873714398,0.0013835501170741916,2.1407192610105363e-12
1.5559177826811376e+20,0.015559177826811377,0.0013818651272260092,2.1387775251217212e-12
1.5983533218696187e+20,0.015983533218696187,0.0013801373961140968,2.136786066941096e-12
1.641946232614772e+20,0.01641946232614772,0.0013783659281606645,2.1347437020645406e-12
1.6867280806501076e+20,0.016867280806501076,0.0013765497094229522,2.1326492226910135e-12
1.7327312926215e+20,0.017327312926214998,0.001374687707528499,2.130501397429586e-12
1.7799891795674553e+20,0.017799891795674552,0.0013727788716288228,2.1282989711220286e-12
1.828535961039704e+20,0.01828535961039704,0.0013708221323728606,2.1260406646822948e-12
1.87840678988166e+20,0.0187840678988166,0.0013688164019014849,2.12372517495426e-12
1.929637777682683e+20,0.01929637777682683,0.001366760573864561,2.121351174589102e-12
1.9822660209265666e+20,0.019822660209265666,0.0013646535234620501,2.118917311943795e-12
2.0363296278531945e+20,0.020363296278531947,0.0013624941075106765,2.1164222110023e-12
2.0918677460527933e+20,0.020918677460527932,0.0013602811645378142,2.1138644713210268e-12
2.1489205908128655e+20,0.021489205908128656,0.0013580135149042292,2.1112426680002487e-12
2.2075294742380773e+20,0.022075294742380774,0.0013556899609574785,2.108555351683238e-12
2.2677368351645218e+20,0.022677368351645216,0.0013533092872177136,2.1058010485849246e-12
2.3295862698897673e+20,0.023295862698897673,0.0013508702605978062,2.102978260551952e-12
2.3931225637410433e+20,0.023931225637410434,0.0013483716306597073,2.1000854651561355e-12
2.4583917235044054e+20,0.024583917235044054,0.0013458121299090697,2.0971211158233145e-12
2.5254410107383618e+20,0.025254410107383617,0.0013431904741301635,2.0940836419997304e-12
2.594318975996085e+20,0.02594318975996085,0.001340505362763234,2.0909714493580694e-12
2.6650754939809618e+20,0.026650754939809618,0.0013377554793265088,2.087782920045493e-12
2.7377617996610778e+20,0.027377617996610776,0.0013349394918850763,2.0845164129759056e-12
2.812430525368452e+20,0.02812430525368452,0.001332056053568961,2.0811702641688828e-12
2.889135738910324e+20,0.028891357389103242,0.0013291038031427549,2.077742787137724e-12
2.967932982719765e+20,0.029679329827197648,0.0013260813656292782,2.0742322733291665e-12
3.0488793140740876e+20,0.030488793140740877,0.0013229873529896085,2.0706369926173e-12
3.132033346410161e+20,0.03132033346410161,0.001319820364862189,2.0669551938544564e-12
3.2174552917665474e+20,0.032174552917665473,0.0013165789893634019,2.0631851054816187e-12
3.305207004383154e+20,0.03305207004383154,0.0013132618039522995,2.0593249362013177e-12
3.3953520254901505e+20,0.033953520254901504,0.001309867376362125,2.055372875715653e-12
3.487955629318171e+20,0.03487955629318171,0.001306394265601221,2.0513270955324608e-12
3.583084870363645e+20,0.03583084870363645,0.0013028410230260666,2.047185749842443e-12
3.680808631943103e+20,0.036808086319431034,0.0012992061934891032,2.042946976470221e-12
3.781197676071748e+20,0.03781197676071748,0.001295488316564,2.0386088979023145e-12
3.8843246947024096e+20,0.038843246947024096,0.0012916859278511179,2.0341696223950214e-12
3.990264362361963e+20,0.03990264362361963,0.001287797560365756,2.029627245165175e-12
4.099093390223335e+20,0.04099093390223335,0.0012838217460118674,2.0249798496667864e-12
4.210890581652222e+20,0.04210890581652222,0.0012797570171437947,2.020225508956628e-12
4.3257368892689324e+20,0.04325736889268932,0.0012756019082185628,2.0153622871515794e-12
4.443715473566178e+20,0.044437154735661774,0.001271354957541228,2.0103882409808314e-12
4.564911763125921e+20,0.04564911763125921,0.0012670147091055838,2.005301421435684e-12
4.68941351647839e+20,0.0468941351647839,0.0012625797145325594,2.0000998755198675e-12
4.817310885648245e+20,0.048173108856482454,0.0012580485351083943,1.9947816481030005e-12
4.948696481433878e+20,0.04948696481433878,0.0012534197439246113,1.9893447838799374e-12
5.083665440467121e+20,0.05083665440467121,0.0012486919281216367,1.9837873294384085e-12
5.222315494101915e+20,0.052223154941019145,0.001243863691237649,1.9781073354373823e-12
5.3647470391817745e+20,0.05364747039181775,0.0012389336556641506,1.9723028588983486e-12
5.5110632107375696e+20,0.0551106321073757,0.0012339004652093814,1.9663719656115e-12
5.661369956667587e+20,0.056613699566675876,0.0012287627877705675,1.960312732658669e-12
5.81577611445484e+20,0.058157761144548396,0.0012235193181155527,1.9541232510546076e-12
5.974393489976512e+20,0.059743934899765115,0.0012181687807741527,1.947801628507782e-12
6.137336938462864e+20,0.06137336938462864,0.0012127099330391821,1.941345992301875e-12
6.304724447664194e+20,0.06304724447664194,0.0012071415680766648,1.9347544922985525e-12
6.476677223286052e+20,0.06476677223286052,0.001201462518144383,1.9280253040618336e-12
6.653319776754586e+20,0.06653319776754586,0.0011956716579174284,1.921156632104054e-12
6.834780015375524e+20,0.06834780015375523,0.0011897679079188853,1.914146713252846e-12
7.021189334952374e+20,0.07021189334952374,0.0011837502380533497,1.906993820138233e-12
7.212682714930137e+20,0.07212682714930137,0.0011776176712402682,1.8996962647983907e-12
7.409398816134453e+20,0.07409398816134453,0.0011713692871436147,1.8922524024020112e-12
7.611480081176202e+20,0.07611480081176202,0.0011650042259936423,1.8846606350847697e-12
7.819072837594546e+20,0.07819072837594546,0.0011585216924958658,1.8769194158966743e-12
8.032327403813055e+20,0.08032327403813054,0.0011519209598216235,1.8690272528564604e-12
8.251398197985648e+20,0.08251398197985649,0.0011452013736738462,1.8609827131084826e-12
8.47644384981116e+20,0.0847644384981116,0.001138362356420793,1.8527844271768593e-12
8.707627315397417e+20,0.08707627315397416,0.001131403411289763,1.8444310933108104e-12
8.945115995258441e+20,0.0894511599525844,0.0011243241266117759,1.835921481914298e-12
9.189081855529149e+20,0.09189081855529149,0.0011171241801074512,1.82725444005235e-12
9.439701552486735e+20,0.09439701552486734,0.0011098033432032266,1.8184288960253864e-12
9.69715656046784e+20,0.0969715656046784,0.001102361485366145,1.8094438640020891e-12
9.961633303274565e+20,0.09961633303274565,0.0010947985784444518,1.8002984487003507e-12
1.0233323289164402e+21,0.10233323289164402,0.0010871147010001719,1.7909918501048903e-12
1.0512423249521835e+21,0.10512423249521835,0.0010793100426187917,1.7815233682090511e-12
1.0799135281311928e+21,0.10799135281311928,0.0010713849081801826,1.7718924077674229e-12
1.1093666993419582e+21,0.11093666993419582,0.0010633397220737423,1.7620984830446888e-12
1.1396231656979116e+21,0.11396231656979115,0.001055175032339751,1.7521412225453088e-12
1.1707048359804764e+21,0.11707048359804764,0.0010468915147178557,1.7420203737073515e-12
1.2026342165032613e+21,0.12026342165032612,0.0010384899765825488,1.7317358075429304e-12
1.2354344274089366e+21,0.12354344274089366,0.001029971360744533,1.7212875232065929e-12
1.2691292194105873e+21,0.12691292194105872,0.0010213367490958779,1.7106756524720507e-12
1.3037429909896613e+21,0.13037429909896614,0.0010125873660759444,1.6999004640965625e-12
1.3393008060629705e+21,0.13393008060629705,0.0010037245819342182,1.6889623680515165e-12
1.3758284121315226e+21,0.13758284121315226,0.0009947499157653549,1.6778619195967134e-12
1.413352258924395e+21,0.14133522589243952,0.0009856650382911167,1.6665998231751211e-12
1.4518995175509813e+21,0.14518995175509813,0.0009764717743631916,1.655176936104166e-12
1.491498100175702e+21,0.14914981001757022,0.000967172105160454,1.643594272038833e-12
1.5321766802292613e+21,0.15321766802292613,0.000957768170053859,1.6318530041814732e-12
1.573964713171147e+21,0.1573964713171147,0.0009482622681119297,1.619954468212692e-12
1.6168924578184028e+21,0.1616892457818403,0.0009386568592197923,1.6079001649173739e-12
1.6609909982561103e+21,0.16609909982561102,0.0009289545647847912,1.5956917624798698e-12
1.7062922663454515e+21,0.17062922663454516,0.00091915816800211,1.5833310984222543e-12
1.7528290648456335e+21,0.17528290648456335,0.0009092706136542963,1.570820181159847e-12
1.8006350911665042e+21,0.18006350911665042,0.0008992950074193975,1.5581611911485592e-12
1.849744961768844e+21,0.18497449617688438,0.0008892346146634599,1.5453564815992396e-12
1.900194237230286e+21,0.1900194237230286,0.0008790928586943173,1.5324085787349724e-12
1.952019447994804e+21,0.19520194479948041,0.000868873318455227,1.5193201815683986e-12
2.0052581208244958e+21,0.20052581208244957,0.0008585797256387257,1.5060941611774225e-12
2.059948805972804e+21,0.2059948805972804,0.000848215961203153,1.4927335594592472e-12
2.1161311050988483e+21,0.21161311050988482,0.0008377860512767722,1.479241587344473e-12
2.1738456999430854e+21,0.21738456999430852,0.0008272941624371054,1.4656216224552054e-12
2.2331343817850374e+21,0.22331343817850374,0.0008167445963561782,1.4518772061934378e-12
2.2940400817045323e+21,0.22940400817045323,0.0008061417838056689,1.4380120402486648e-12
2.3566069016680965e+21,0.23566069016680966,0.0007954902780197318,1.4240299825167679e-12
2.420880146463368e+21,0.2420880146463368,0.0007847947474170236,1.4099350424252324e-12
2.4869063565043874e+21,0.24869063565043875,0.0007740599676879186,1.395731375663523e-12
2.5547333415316237e+21,0.25547333415316237,0.000763290813257239,1.3814232783210446e-12
2.6244102152311265e+21,0.26244102152311266,0.0007524922481376642,1.3670151804391956e-12
2.6959874307978654e+21,0.26959874307978654,0.0007416693161939192,1.3525116389882803e-12
2.7695168174690124e+21,0.27695168174690127,0.0007308271308430003,1.3379173302844416e-12
2.845051618053596e+21,0.28450516180535956,0.0007199708642209754,1.3232370418663638e-12
2.9226465274858423e+21,0.2922646527485842,0.000709105735852294,1.3084756638562866e-12
3.002357732429774e+21,0.3002357732429774,0.0006982370008630325,1.2936381798346044e-12
3.0842429519642e+21,0.30842429519642,0.0006873699377848149,1.278729657262237e-12
3.168361479377223e+21,0.3168361479377223,0.0006765098360016469,1.2637552374897474e-12
3.254774225100651e+21,0.3254774225100651,0.000665661982897054,1.2487201253970251e-12
3.343543760815394e+21,0.3343543760815394,0.0006548316507639445,1.2336295787119512e-12
3.434734364759767e+21,0.34347343647597667,0.0006440240835444192,1.2184888970609537e-12
3.528412068273523e+21,0.3528412068273523,0.0006332444834710587,1.203303410808573e-12
3.62464470361128e+21,0.362464470361128,0.0006224979976852459,1.188078469747027e-12
3.7235019530601334e+21,0.3723501953060133,0.0006117897049114809,1.1728194317002778e-12
3.8250553993966036e+21,0.38250553993966036,0.0006011246022695463,1.157531651110174e-12
3.929378577720011e+21,0.39293785777200113,0.0005905075923084684,1.1422204676746485e-12
4.036547028699395e+21,0.4036547028699395,0.0005799434703477616,1.1268911951099537e-12
4.146638353272696e+21,0.4146638353272696,0.000569436912211979,1.111549110110158e-12
4.259732268837785e+21,0.4259732268837785,0.0005589924624444116,1.096199441577576e-12
4.375910666976029e+21,0.4375910666976029,0.0005486145230845286,1.0808473601976927e-12
4.495257672750182e+21,0.4495257672750182,0.0005383073430916567,1.0654979684309754e-12
4.617859705619514e+21,0.4617859705619514,0.0005280750084942198,1.0501562909921725e-12
4.743805542016503e+21,0.4743805542016503,0.0005179214333396834,1.034827265884862e-12
4.873186379629842e+21,0.4873186379629842,0.0005078503515152029,1.0195157360554755e-12
5.006095903441059e+21,0.5006095903441059,0.0004978653095026951,1.0042264417263921e-12
5.142630353562002e+21,0.5142630353562002,0.0004879696601249697,9.889640134624787e-13
5.282888594922545e+21,0.5282888594922546,0.00047816655733143147,9.737329660191872e-13
5.42697218885892e+21,0.5426972188858921,0.0004684589520629088,9.585376930134322e-13
5.574985466654535e+21,0.5574985466654535,0.00045884958922549175,9.433824624508251e-13
5.727035605086504e+21,0.5727035605086503,0.0004493410057928938,9.282714131346037e-13
5.883232704032576e+21,0.5883232704032576,0.0004399355300459784,9.132085519728327e-13
6.043689866194911e+21,0.6043689866194911,0.0004306352819468121,8.981977521912836e-13
6.208523278997738e+21,0.6208523278997738,0.0004214421746331796,8.832427524500627e-13
6.377852298719147e+21,0.6377852298719148,0.0004123579170078614,8.683471568523234e-13
6.551799536917212e+21,0.6551799536917211,0.000403384017385667,8.535144358240601e-13
6.730490949213319e+21,0.6730490949213319,0.00039452178815006095,8.38747927834472e-13
6.914055926496949e+21,0.6914055926496948,0.00038577235136066213,8.240508419174217e-13
7.102627388617926e+21,0.7102627388617926,0.00037713664524298337,8.09426260945929e-13
7.296341880634013e+21,0.7296341880634013,0.0003686154314827831,7.94877145603759e-13
7.495339671683463e+21,0.7495339671683463,0.00036020930323940896,7.804063389910258e-13
7.699764856554484e+21,0.7699764856554484,0.0003519186937857478,7.660165717945233e-13
7.909765460024267e+21,0.7909765460024266,0.00034374388567701196,7.5171046794843e-13
8.125493544044334e+21,0.8125493544044334,0.00033568502034652677,7.374905507068555e-13
8.347105317848905e+21,0.8347105317848905,0.00032774210802433975,7.233592490470736e-13
8.57476125106639e+21,0.8574761251066391,0.0003199150378735733,7.093189043206575e-13
8.808626189915841e+21,0.8808626189915841,0.0003122035882402152,6.953717770695473e-13
9.048869476572497e+21,0.9048869476572496,0.0003046074369144088,6.815200539251392e-13
9.295665071788877e+21,0.9295665071788877,0.00029712617130520775,6.677658545107958e-13
9.549191680860103e+21,0.9549191680860103,0.00028975929843612466,6.541112382717388e-13
9.809632883025153e+21,0.9809632883025153,0.0002825062546754827,6.405582111608146e-13
1.007717726439658e+22,1.007717726439658,0.0002753664151235168,6.271087321143755e-13
1.0352018554516473e+22,1.0352018554516473,0.00026833910258696196,6.137647192587622e-13
1.0634355766636436e+22,1.0634355766636436,0.0002614235960816298,6.005280557951605e-13
1.092439334182355e+22,1.092439334182355,0.00025461913881367034,5.874005955181051e-13
1.1222341296996668e+22,1.1222341296996667,0.0002479249456007933,5.743841679308594e-13
1.1528415377000164e+22,1.1528415377000163,0.0002413402097054105,5.61480582928882e-13
1.1842837210825323e+22,1.1842837210825323,0.00023486410906215294,5.486916350305426e-13
1.2165834472092317e+22,1.2165834472092316,0.00022849581189235944,5.360191071418844e-13
1.2497641043909646e+22,1.2497641043909646,0.00022223448170764914,5.234647738494114e-13
1.2838497188228861e+22,1.2838497188228861,0.00021607928171345927,5.110304042415207e-13
1.318864971981924e+22,1.3188649719819239,0.0002100293786311447,4.987177642649373e-13
1.3548352184986857e+22,1.3548352184986856,0.00020408394596397466,4.865286186275952e-13
1.391786504516809e+22,1.391786504516809,0.00019824216673781404,4.744647322634113e-13
1.4297455865530388e+22,1.4297455865530388,0.00019250323575152503,4.625278713774903e-13
1.4687399508716854e+22,1.4687399508716854,0.00018686636137508654,4.507198040924008e-13
1.508797833387497e+22,1.508797833387497,0.0001813307669351596,4.390423007172993e-13
1.5499482401113412e+22,1.5499482401113414,0.00017589569172834132,4.2749713366190004e-13
1.5922209681535792e+22,1.5922209681535793,0.00017056039170178211,4.160860770166668e-13
1.635646627300152e+22,1.635646627300152,0.0001653241398393135,4.0481090581936034e-13
1.68025666217725e+22,1.68025666217725,0.0001601862262888034,3.936733950260296e-13
1.7260833750204318e+22,1.7260833750204319,0.00015514595826345104,3.8267531820230224e-13
1.7731599490647532e+22,1.7731599490647532,0.0001502026597461531,3.718184459481005e-13
1.8215204725728278e+22,1.8215204725728278,0.00014535567102220908,3.6110454406612874e-13
1.8711999635182215e+22,1.8711999635182215,0.0001406043480616213,3.505353714817047e-13
1.922234394942054e+22,1.922234394942054,0.00013594806176825007,3.401126779188729e-13
1.974660721001148e+22,1.9746607210011478,0.00013138619710927334,3.2983820133541995e-13
2.0285169037266918e+22,2.028516903726692,0.0001269181521348839,3.1971366511748234e-13
2.0838419405125404e+22,2.0838419405125403,0.00012254333689510724,3.0974077503307217e-13
2.1406758923533896e+22,2.1406758923533897,0.00011826117225799582,2.99921215942938e-13
2.199059912853022e+22,2.199059912853022,0.00011407108863150688,2.902566482670551e-13
2.2590362780237363e+22,2.259036278023736,0.00010997252458993675,2.807487042054516e-13
2.3206484168985075e+22,2.3206484168985075,0.00010596492540500735,2.7139898371317534e-13
2.3839409429780588e+22,2.3839409429780587,0.00010204774148150534,2.6220905023093304e-13
2.448959686535604e+22,2.448959686535604,9.822042669773627e-05,2.5318042617521916e-13
2.515751727802644e+22,2.5157517278026438,9.448243665192333e-05,2.443145881945516e-13
2.5843654310599556e+22,2.5843654310599558,9.08332268169628e-05,2.3561296220162356e-13
2.654850479658166e+22,2.6548504796581662,8.727225060761046e-05,2.2707691819477227e-13
2.72725791199367e+22,2.72725791199367,8.379895736602573e-05,2.1870776488581856e-13
2.8016401584656354e+22,2.8016401584656356,8.041279027369272e-05,2.1050674415527575e-13
2.8780510794409853e+22,2.8780510794409855,7.711318419982776e-05,2.0247502535969815e-13
2.9565460042548223e+22,2.956546004254822,7.389956349847931e-05,1.9461369951967136e-13
3.037181771274534e+22,3.037181771274534,7.07713397684998e-05,1.869237734204153e-13
3.1200167690565944e+22,3.1200167690565945,6.772790959234766e-05,1.7940616366010828e-13
3.2051109786258357e+22,3.205110978625836,6.476865227120256e-05,1.720616906837754e-13
3.2925260169079584e+22,3.2925260169079587,6.189292757507631e-05,1.6489107284278842e-13
3.3823251813463434e+22,3.3823251813463435,5.910007352747134e-05,1.578949205217729e-13
3.4745734957359885e+22,3.4745734957359886,5.638940424457764e-05,1.5107373037572993e-13
3.5693377573073717e+22,3.569337757307372,5.376020784909942e-05,1.4442787972076485e-13
3.6666865850944902e+22,3.66668658509449,5.121174447846477e-05,1.3795762112165959e-13
3.7666904696220717e+22,3.7666904696220715,4.8743244406475334e-05,1.316630772188508e-13
3.869421823947933e+22,3.8694218239479334,4.6353906296401494e-05,1.2554423583612386e-13
3.974955036097458e+22,3.974955036097458,4.404289560216332e-05,1.1960094540858927e-13
4.083366522928108e+22,4.083366522928109,4.180934313261062e-05,1.1383291076831743e-13
4.194734785463198e+22,4.194734785463198,3.96523437920704e-05,1.0823968932243555e-13
4.309140465734472e+22,4.309140465734472,3.757095550835601e-05,1.0282068765568241e-13
4.4266664051753345e+22,4.426666405175334,3.5564198357327695e-05,9.757515858629579e-14
4.5473977046064985e+22,4.547397704606499,3.363105389101e-05,9.250219870098897e-14
4.671421785857702e+22,4.671421785857702,3.177046467417508e-05,8.760074639150356e-14
4.798828455070065e+22,4.798828455070065,2.9981334032305718e-05,8.286958041203225e-14
4.929709967724938e+22,4.929709967724937,2.8262526011976247e-05,7.830731897368067e-14
5.064161095446323e+22,5.064161095446323,2.6612865552975578e-05,7.391241938914838e-14
5.202279194625197e+22,5.202279194625197,2.5031138869975555e-05,6.968317827799599e-14
5.344164276915678e+22,5.344164276915678,2.3516094040226926e-05,6.561773234023011e-14
5.4899190816534625e+22,5.489919081653462,2.206644179267383e-05,6.171405970354394e-14
5.639649150249792e+22,5.6396491502497925,2.0680856492969875e-05,5.796998184727959e-14
5.793462902614208e+22,5.793462902614208,1.935797731820528e-05,5.438316610417231e-14
5.951471715661677e+22,5.951471715661677,1.8096409614635773e-05,5.095112873900656e-14
6.113790003960882e+22,6.113790003960882,1.6894726431353945e-05,4.767123860152854e-14
6.2805353025820976e+22,6.280535302582098,1.5751470222617133e-05,4.4540721349223745e-14
6.4518283522046165e+22,6.4518283522046165,1.4665154711413442e-05,4.1556664233849033e-14
6.627793186545324e+22,6.627793186545325,1.363426690677352e-05,3.8716021443847074e-14
6.808557222172026e+22,6.808557222172026,1.2657269267286563e-05,3.601561999291448e-14
6.994251350765777e+22,6.9942513507657775,1.1732602003228853e-05,3.345216614301996e-14
7.1850100339000855e+22,7.1850100339000855,1.0858685509609684e-05,3.1022252347964105e-14
