nH_cm2,nH_1e22,flux_broad_ph,flux_broad_erg
4242556430717786.0,4.242556430717786e-07,1.586774601996773e-12,1.586774601996773e-12
4351496500925054.5,4.3514965009250545e-07,1.5867745822263085e-12,1.5867745822263085e-12
4463233926710397.5,4.4632339267103974e-07,1.5867745619481824e-12,1.5867745619481824e-12
4577840538376616.0,4.577840538376616e-07,1.5867745411493556e-12,1.5867745411493556e-12
4695390010680053.0,4.695390010680053e-07,1.5867745198164572e-12,1.5867745198164572e-12
4815957910192361.0,4.815957910192361e-07,1.5867744979357765e-12,1.5867744979357765e-12
4939621743878326.0,4.939621743878326e-07,1.5867744754932453e-12,1.5867744754932453e-12
5066461008921269.0,5.066461008921269e-07,1.5867744524744394e-12,1.5867744524744394e-12
5196557243827657.0,5.196557243827657e-07,1.5867744288645578e-12,1.5867744288645578e-12
5329994080844082.0,5.329994080844082e-07,1.5867744046484239e-12,1.5867744046484239e-12
5466857299720192.0,5.466857299720192e-07,1.586774379810472e-12,1.586774379810472e-12
5607234882852038.0,5.607234882852038e-07,1.5867743543347344e-12,1.5867743543347344e-12
5751217071841614.0,5.751217071841613e-07,1.586774328204836e-12,1.586774328204836e-12
5898896425508493.0,5.898896425508493e-07,1.5867743014039694e-12,1.5867743014039694e-12
6050367879391212.0,6.050367879391212e-07,1.5867742739149248e-12,1.5867742739149248e-12
6205728806776513.0,6.205728806776513e-07,1.586774245720013e-12,1.586774245720013e-12
6365079081295578.0,6.365079081295578e-07,1.5867742168011174e-12,1.5867742168011174e-12
6528521141127847.0,6.528521141127847e-07,1.5867741871396442e-12,1.5867741871396442e-12
6696160054853215.0,6.696160054853214e-07,1.586774156716532e-12,1.586774156716532e-12
6868103588995293.0,6.868103588995293e-07,1.586774125512218e-12,1.586774125512218e-12
7044462277299051.0,7.044462277299051e-07,1.5867740935066428e-12,1.5867740935066428e-12
7225349491787221.0,7.22534949178722e-07,1.586774060679234e-12,1.586774060679234e-12
7410881515641570.0,7.41088151564157e-07,1.5867740270088865e-12,1.5867740270088865e-12
7601177617955323.0,7.601177617955323e-07,1.586773992473958e-12,1.586773992473958e-12
7796360130405221.0,7.796360130405221e-07,1.586773957052245e-12,1.586773957052245e-12
7996554525892363.0,7.996554525892363e-07,1.5867739207209783e-12,1.5867739207209783e-12
8201889499202212.0,8.201889499202212e-07,1.5867738834568043e-12,1.5867738834568043e-12
8412497049736118.0,8.412497049736118e-07,1.5867738452357651e-12,1.5867738452357651e-12
8628512566366887.0,8.628512566366887e-07,1.5867738060332915e-12,1.5867738060332915e-12
8850074914473421.0,8.850074914473421e-07,1.5867737658241839e-12,1.5867737658241839e-12
9077326525210242.0,9.077326525210242e-07,1.5867737245825925e-12,1.5867737245825925e-12
9310413487069084.0,9.310413487069084e-07,1.5867736822820064e-12,1.5867736822820064e-12
9549485639791966.0,9.549485639791966e-07,1.5867736388952324e-12,1.5867736388952324e-12
9794696670695386.0,9.794696670695385e-07,1.5867735943943805e-12,1.5867735943943805e-12
1.004620421346811e+16,1.004620421346811e-06,1.5867735487508433e-12,1.5867735487508433e-12
1.0304169949505854e+16,1.0304169949505854e-06,1.586773501935278e-12,1.586773501935278e-12
1.0568759711848008e+16,1.0568759711848007e-06,1.5867734539175925e-12,1.5867734539175925e-12
1.0840143591783354e+16,1.0840143591783354e-06,1.5867734046669177e-12,1.5867734046669177e-12
1.1118496048192744e+16,1.1118496048192744e-06,1.5867733541515923e-12,1.5867733541515923e-12
1.1403996019700354e+16,1.1403996019700353e-06,1.5867733023391383e-12,1.5867733023391383e-12
1.169682703970387e+16,1.169682703970387e-06,1.5867732491962585e-12,1.5867732491962585e-12
1.1997177354358856e+16,1.1997177354358857e-06,1.5867731946887843e-12,1.5867731946887843e-12
1.2305240043592616e+16,1.2305240043592616e-06,1.5867731387816783e-12,1.5867731387816783e-12
1.262121314522546e+16,1.262121314522546e-06,1.5867730814390028e-12,1.5867730814390028e-12
1.2945299782279134e+16,1.2945299782279134e-06,1.586773022623887e-12,1.586773022623887e-12
1.3277708293554264e+16,1.3277708293554264e-06,1.586772962298532e-12,1.586772962298532e-12
1.3618652367560772e+16,1.3618652367560772e-06,1.5867729004241582e-12,1.5867729004241582e-12
1.396835117988734e+16,1.396835117988734e-06,1.586772836960981e-12,1.586772836960981e-12
1.4327029534098354e+16,1.4327029534098355e-06,1.586772771868212e-12,1.586772771868212e-12
1.4694918006248202e+16,1.4694918006248202e-06,1.5867727051040074e-12,1.5867727051040074e-12
1.5072253093107586e+16,1.5072253093107586e-06,1.5867726366254407e-12,1.5867726366254407e-12
1.5459277364194786e+16,1.5459277364194786e-06,1.5867725663885005e-12,1.5867725663885005e-12
1.5856239617711372e+16,1.5856239617711372e-06,1.586772494348029e-12,1.586772494348029e-12
1.6263395040481906e+16,1.6263395040481906e-06,1.5867724204577191e-12,1.5867724204577191e-12
1.6681005372000558e+16,1.6681005372000557e-06,1.586772344670073e-12,1.586772344670073e-12
1.71093390726901e+16,1.71093390726901e-06,1.586772266936365e-12,1.586772266936365e-12
1.7548671496481448e+16,1.7548671496481448e-06,1.5867721872066318e-12,1.5867721872066318e-12
1.7999285067824838e+16,1.7999285067824837e-06,1.5867721054296183e-12,1.5867721054296183e-12
1.8461469463245532e+16,1.8461469463245532e-06,1.5867720215527566e-12,1.5867720215527566e-12
1.893552179756299e+16,1.8935521797562992e-06,1.5867719355221235e-12,1.5867719355221235e-12
1.9421746814890284e+16,1.9421746814890283e-06,1.5867718472824182e-12,1.5867718472824182e-12
1.992045708453871e+16,1.992045708453871e-06,1.5867717567769172e-12,1.5867717567769172e-12
2.0431973201952704e+16,2.0431973201952705e-06,1.5867716639474413e-12,1.5867716639474413e-12
2.0956623994804308e+16,2.095662399480431e-06,1.5867715687343147e-12,1.5867715687343147e-12
2.149474673437976e+16,2.149474673437976e-06,1.5867714710763348e-12,1.5867714710763348e-12
2.204668735239403e+16,2.2046687352394033e-06,1.5867713709107168e-12,1.5867713709107168e-12
2.2612800663372704e+16,2.2612800663372705e-06,1.586771268173073e-12,1.586771268173073e-12
2.319345059274437e+16,2.3193450592744366e-06,1.5867711627973658e-12,1.5867711627973658e-12
2.3789010410789004e+16,2.3789010410789003e-06,1.586771054715854e-12,1.586771054715854e-12
2.439986297259555e+16,2.439986297259555e-06,1.5867709438590572e-12,1.5867709438590572e-12
2.502640096417922e+16,2.502640096417922e-06,1.5867708301557113e-12,1.5867708301557113e-12
2.566902715491952e+16,2.566902715491952e-06,1.5867707135327278e-12,1.5867707135327278e-12
2.63281546564802e+16,2.63281546564802e-06,1.5867705939151421e-12,1.5867705939151421e-12
2.70042071883777e+16,2.70042071883777e-06,1.5867704712260514e-12,1.5867704712260514e-12
2.7697619350368852e+16,2.769761935036885e-06,1.5867703453865905e-12,1.5867703453865905e-12
2.840883690183295e+16,2.840883690183295e-06,1.5867702163158696e-12,1.5867702163158696e-12
2.913831704832777e+16,2.9138317048327767e-06,1.586770083930915e-12,1.586770083930915e-12
2.9886528735503948e+16,2.9886528735503947e-06,1.5867699481466288e-12,1.5867699481466288e-12
3.065395295056536e+16,3.065395295056536e-06,1.5867698088757215e-12,1.5867698088757215e-12
3.144108303147271e+16,3.1441083031472713e-06,1.5867696660286686e-12,1.5867696660286686e-12
3.2248424984084456e+16,3.2248424984084455e-06,1.5867695195136422e-12,1.5867695195136422e-12
3.3076497807442424e+16,3.3076497807442426e-06,1.5867693692364607e-12,1.5867693692364607e-12
3.392583382740992e+16,3.392583382740992e-06,1.586769215100522e-12,1.586769215100522e-12
3.479697903887688e+16,3.479697903887688e-06,1.5867690570067438e-12,1.5867690570067438e-12
3.5690493456752224e+16,3.5690493456752223e-06,1.5867688948534986e-12,1.5867688948534986e-12
3.660695147596891e+16,3.6606951475968912e-06,1.5867687285365507e-12,1.5867687285365507e-12
3.754694224073322e+16,3.7546942240733217e-06,1.5867685579489903e-12,1.5867685579489903e-12
3.851107002325585e+16,3.851107002325585e-06,1.5867683829811565e-12,1.5867683829811565e-12
3.949995461220655e+16,3.949995461220655e-06,1.5867682035205771e-12,1.5867682035205771e-12
4.051423171114656e+16,4.051423171114656e-06,1.586768019451891e-12,1.586768019451891e-12
4.155455334718879e+16,4.155455334718879e-06,1.58676783065678e-12,1.58676783065678e-12
4.262158829015325e+16,4.262158829015325e-06,1.586767637013877e-12,1.586767637013877e-12
4.371602248248502e+16,4.371602248248502e-06,1.5867674383987076e-12,1.5867674383987076e-12
4.4838559480211816e+16,4.483855948021182e-06,1.5867672346835945e-12,1.5867672346835945e-12
4.598992090522429e+16,4.598992090522429e-06,1.5867670257375925e-12,1.5867670257375925e-12
4.717084690917003e+16,4.717084690917003e-06,1.5867668114263833e-12,1.5867668114263833e-12
4.838209664925938e+16,4.8382096649259375e-06,1.586766591612205e-12,1.586766591612205e-12
4.9624448776289336e+16,4.962444877628934e-06,1.5867663661537616e-12,1.5867663661537616e-12
5.089870193519695e+16,5.089870193519695e-06,1.5867661349061243e-12,1.5867661349061243e-12
5.220567527846986e+16,5.220567527846986e-06,1.5867658977206428e-12,1.5867658977206428e-12
5.354620899273613e+16,5.354620899273613e-06,1.5867656544448508e-12,1.5867656544448508e-12
5.492116483887789e+16,5.492116483887789e-06,1.5867654049223698e-12,1.5867654049223698e-12
5.633142670601352e+16,5.633142670601352e-06,1.5867651489928041e-12,1.5867651489928041e-12
5.777790117970495e+16,5.777790117970495e-06,1.5867648864916396e-12,1.5867648864916396e-12
5.926151812475541e+16,5.926151812475541e-06,1.5867646172501398e-12,1.5867646172501398e-12
6.078323128297211e+16,6.078323128297211e-06,1.5867643410952324e-12,1.5867643410952324e-12
6.23440188862789e+16,6.2344018886278895e-06,1.5867640578494061e-12,1.5867640578494061e-12
6.3944884285569624e+16,6.394488428556963e-06,1.586763767330586e-12,1.586763767330586e-12
6.558685659571449e+16,6.558685659571448e-06,1.5867634693520306e-12,1.5867634693520306e-12
6.72709913571235e+16,6.727099135712351e-06,1.5867631637221971e-12,1.5867631637221971e-12
6.899837121430026e+16,6.899837121430026e-06,1.5867628502446282e-12,1.5867628502446282e-12
7.07701066118189e+16,7.07701066118189e-06,1.5867625287178146e-12,1.5867625287178146e-12
7.258733650817246e+16,7.2587336508172466e-06,1.5867621989350878e-12,1.5867621989350878e-12
7.445122910795128e+16,7.445122910795128e-06,1.5867618606844584e-12,1.5867618606844584e-12
7.636298261282226e+16,7.636298261282225e-06,1.5867615137485006e-12,1.5867615137485006e-12
7.832382599179173e+16,7.832382599179173e-06,1.5867611579042129e-12,1.5867611579042129e-12
8.033501977124702e+16,8.033501977124702e-06,1.586760792922856e-12,1.586760792922856e-12
8.239785684528546e+16,8.239785684528546e-06,1.5867604185698233e-12,1.5867604185698233e-12
8.45136633068474e+16,8.45136633068474e-06,1.5867600346044898e-12,1.5867600346044898e-12
8.668379930019792e+16,8.668379930019791e-06,1.5867596407800365e-12,1.5867596407800365e-12
8.890965989529168e+16,8.890965989529167e-06,1.5867592368433262e-12,1.5867592368433262e-12
9.119267598459298e+16,9.119267598459298e-06,1.5867588225347196e-12,1.5867588225347196e-12
9.353431520292378e+16,9.353431520292377e-06,1.586758397587901e-12,1.586758397587901e-12
9.593608287093128e+16,9.593608287093128e-06,1.5867579617297164e-12,1.5867579617297164e-12
9.839952296278206e+16,9.839952296278206e-06,1.5867575146800153e-12,1.5867575146800153e-12
1.0092621909870443e+17,1.0092621909870444e-05,1.5867570561514388e-12,1.5867570561514388e-12
1.0351779556301805e+17,1.0351779556301804e-05,1.586756585849256e-12,1.586756585849256e-12
1.0617591834830034e+17,1.0617591834830033e-05,1.5867561034711703e-12,1.5867561034711703e-12
1.0890229622637328e+17,1.0890229622637328e-05,1.5867556087071252e-12,1.5867556087071252e-12
1.116986818467825e+17,1.116986818467825e-05,1.5867551012390927e-12,1.5867551012390927e-12
1.1456687286348726e+17,1.1456687286348727e-05,1.5867545807408979e-12,1.5867545807408979e-12
1.1750871309048075e+17,1.1750871309048075e-05,1.5867540468779794e-12,1.5867540468779794e-12
1.2052609368708414e+17,1.2052609368708414e-05,1.586753499307189e-12,1.586753499307189e-12
1.2362095437367666e+17,1.2362095437367666e-05,1.58675293767657e-12,1.58675293767657e-12
1.2679528467864314e+17,1.2679528467864313e-05,1.586752361625127e-12,1.586752361625127e-12
1.3005112521734045e+17,1.3005112521734045e-05,1.5867517707826028e-12,1.5867517707826028e-12
1.3339056900390533e+17,1.3339056900390533e-05,1.5867511647692258e-12,1.5867511647692258e-12
1.3681576279674762e+17,1.3681576279674762e-05,1.586750543195485e-12,1.586750543195485e-12
1.403289084785876e+17,1.403289084785876e-05,1.586749905661862e-12,1.586749905661862e-12
1.4393226447194094e+17,1.4393226447194095e-05,1.5867492517585854e-12,1.5867492517585854e-12
1.476281471909391e+17,1.476281471909391e-05,1.586748581065354e-12,1.586748581065354e-12
1.514189325304352e+17,1.514189325304352e-05,1.5867478931510967e-12,1.5867478931510967e-12
1.5530705739334586e+17,1.5530705739334586e-05,1.5867471875736601e-12,1.5867471875736601e-12
1.5929502125721197e+17,1.5929502125721197e-05,1.5867464638795439e-12,1.5867464638795439e-12
1.633853877809857e+17,1.633853877809857e-05,1.5867457216036035e-12,1.5867457216036035e-12
1.675807864530762e+17,1.675807864530762e-05,1.5867449602687582e-12,1.5867449602687582e-12
1.7188391428171526e+17,1.7188391428171528e-05,1.5867441793856799e-12,1.5867441793856799e-12
1.7629753752872112e+17,1.7629753752872113e-05,1.586743378452467e-12,1.586743378452467e-12
1.8082449348779555e+17,1.8082449348779554e-05,1.5867425569543582e-12,1.5867425569543582e-12
1.8546769230847014e+17,1.8546769230847014e-05,1.5867417143633505e-12,1.5867417143633505e-12
1.902301188668946e+17,1.902301188668946e-05,1.5867408501378989e-12,1.5867408501378989e-12
1.9511483468466163e+17,1.9511483468466162e-05,1.5867399637225618e-12,1.5867399637225618e-12
2.001249798969035e+17,2.001249798969035e-05,1.5867390545476302e-12,1.5867390545476302e-12
2.052637752709248e+17,2.052637752709248e-05,1.5867381220287796e-12,1.5867381220287796e-12
2.1053452427666995e+17,2.1053452427666996e-05,1.586737165566672e-12,1.586737165566672e-12
2.1594061521035587e+17,2.1594061521035587e-05,1.5867361845465979e-12,1.5867361845465979e-12
2.21485523372635e+17,2.21485523372635e-05,1.5867351783380674e-12,1.5867351783380674e-12
2.271728133026912e+17,2.271728133026912e-05,1.586734146294392e-12,1.586734146294392e-12
2.3300614106969296e+17,2.3300614106969297e-05,1.5867330877523016e-12,1.5867330877523016e-12
2.3898925662310528e+17,2.389892566231053e-05,1.5867320020314918e-12,1.5867320020314918e-12
2.4512600620333398e+17,2.4512600620333398e-05,1.5867308884341995e-12,1.5867308884341995e-12
2.5142033481427965e+17,2.5142033481427965e-05,1.5867297462447443e-12,1.5867297462447443e-12
2.5787628875937984e+17,2.5787628875937984e-05,1.5867285747290746e-12,1.5867285747290746e-12
2.6449801824277146e+17,2.6449801824277144e-05,1.586727373134315e-12,1.586727373134315e-12
2.712897800372459e+17,2.7128978003724587e-05,1.5867261406882463e-12,1.5867261406882463e-12
2.7825594022071146e+17,2.7825594022071145e-05,1.5867248765988306e-12,1.5867248765988306e-12
2.854009769829249e+17,2.854009769829249e-05,1.586723580053712e-12,1.586723580053712e-12
2.927294835042825e+17,2.927294835042825e-05,1.586722250219675e-12,1.586722250219675e-12
3.002461709085555e+17,3.0024617090855553e-05,1.5867208862421136e-12,1.5867208862421136e-12
3.07955871291423e+17,3.07955871291423e-05,1.5867194872445093e-12,1.5867194872445093e-12
3.158635408267819e+17,3.158635408267819e-05,1.5867180523278147e-12,1.5867180523278147e-12
3.239742629528195e+17,3.2397426295281954e-05,1.5867165805699331e-12,1.5867165805699331e-12
3.322932516398968e+17,3.3229325163989684e-05,1.586715071025089e-12,1.586715071025089e-12
3.408258547423445e+17,3.408258547423445e-05,1.5867135227232472e-12,1.5867135227232472e-12
3.4957755743632646e+17,3.495775574363264e-05,1.5867119346694606e-12,1.5867119346694606e-12
3.5855398574598317e+17,3.5855398574598315e-05,1.5867103058432519e-12,1.5867103058432519e-12
3.6776091016010157e+17,3.677609101601016e-05,1.5867086351979564e-12,1.5867086351979564e-12
3.772042493417009e+17,3.772042493417009e-05,1.5867069216600562e-12,1.5867069216600562e-12
3.8689007393279834e+17,3.868900739327983e-05,1.5867051641284687e-12,1.5867051641284687e-12
3.968246104569486e+17,3.968246104569486e-05,1.5867033614738623e-12,1.5867033614738623e-12
4.070142453219439e+17,4.070142453219439e-05,1.5867015125379208e-12,1.5867015125379208e-12
4.174655289253135e+17,4.174655289253135e-05,1.5866996161326124e-12,1.5866996161326124e-12
4.281851798652407e+17,4.281851798652407e-05,1.586697671039398e-12,1.586697671039398e-12
4.391800892596077e+17,4.391800892596077e-05,1.5866956760084986e-12,1.5866956760084986e-12
4.5045732517594445e+17,4.504573251759445e-05,1.5866936297580356e-12,1.5866936297580356e-12
4.620241371751294e+17,4.620241371751294e-05,1.586691530973249e-12,1.586691530973249e-12
4.7388796097176704e+17,4.738879609717671e-05,1.5866893783056535e-12,1.5866893783056535e-12
4.8605642321421485e+17,4.860564232142149e-05,1.5866871703721405e-12,1.5866871703721405e-12
4.985373463873904e+17,4.985373463873904e-05,1.5866849057541269e-12,1.5866849057541269e-12
5.1133875384143315e+17,5.113387538414331e-05,1.5866825829966205e-12,1.5866825829966205e-12
5.244688749495119e+17,5.2446887494951186e-05,1.5866802006073157e-12,1.5866802006073157e-12
5.3793615039806976e+17,5.379361503980698e-05,1.5866777570555943e-12,1.5866777570555943e-12
5.5174923761291174e+17,5.517492376129117e-05,1.5866752507715821e-12,1.5866752507715821e-12
5.659170163246231e+17,5.659170163246231e-05,1.5866726801451182e-12,1.5866726801451182e-12
5.80448594276896e+17,5.80448594276896e-05,1.5866700435247463e-12,1.5866700435247463e-12
5.953533130814395e+17,5.953533130814395e-05,1.5866673392166183e-12,1.5866673392166183e-12
6.106407542232061e+17,6.106407542232062e-05,1.5866645654834495e-12,1.5866645654834495e-12
6.263207452198705e+17,6.263207452198704e-05,1.5866617205433815e-12,1.5866617205433815e-12
6.424033659394204e+17,6.424033659394204e-05,1.5866588025688467e-12,1.5866588025688467e-12
6.588989550799956e+17,6.588989550799956e-05,1.5866558096853843e-12,1.5866558096853843e-12
6.75818116816111e+17,6.75818116816111e-05,1.5866527399704624e-12,1.5866527399704624e-12
6.9317172761554e+17,6.931717276155399e-05,1.5866495914522212e-12,1.5866495914522212e-12
7.109709432312424e+17,7.109709432312424e-05,1.5866463621082315e-12,1.5866463621082315e-12
7.292272058728298e+17,7.292272058728298e-05,1.5866430498641826e-12,1.5866430498641826e-12
7.479522515621798e+17,7.479522515621799e-05,1.586639652592554e-12,1.586639652592554e-12
7.67158117677927e+17,7.67158117677927e-05,1.5866361681112687e-12,1.5866361681112687e-12
7.868571506936876e+17,7.868571506936876e-05,1.5866325941822709e-12,1.5866325941822709e-12
8.070620141149524e+17,8.070620141149524e-05,1.586628928510112e-12,1.586628928510112e-12
8.27785696619849e+17,8.27785696619849e-05,1.5866251687404663e-12,1.5866251687404663e-12
8.490415204088755e+17,8.490415204088756e-05,1.5866213124586405e-12,1.5866213124586405e-12
8.708431497690724e+17,8.708431497690724e-05,1.5866173571880037e-12,1.5866173571880037e-12
8.932045998580959e+17,8.932045998580959e-05,1.5866133003884206e-12,1.5866133003884206e-12
9.161402457138502e+17,9.161402457138503e-05,1.5866091394546227e-12,1.5866091394546227e-12
9.396648314954671e+17,9.396648314954671e-05,1.5866048717145264e-12,1.5866048717145264e-12
9.637934799615757e+17,9.637934799615757e-05,1.5866004944275359e-12,1.5866004944275359e-12
9.885417021919613e+17,9.885417021919613e-05,1.5865960047827852e-12,1.5865960047827852e-12
1.0139254075588184e+18,0.00010139254075588184,1.5865913998973448e-12,1.5865913998973448e-12
1.0399609139541225e+18,0.00010399609139541225,1.5865866768143572e-12,1.5865866768143572e-12
1.066664958279541e+18,0.0001066664958279541,1.5865818325011724e-12,1.5865818325011724e-12
1.0940547072057435e+18,0.00010940547072057435,1.5865768638473828e-12,1.5865768638473828e-12
1.1221477682079803e+18,0.00011221477682079803,1.5865717676628516e-12,1.5865717676628516e-12
1.1509622008850312e+18,0.00011509622008850311,1.58656654067566e-12,1.58656654067566e-12
1.180516528568803e+18,0.0001180516528568803,1.5865611795300222e-12,1.5865611795300222e-12
1.2108297502320369e+18,0.00012108297502320369,1.5865556807841299e-12,1.5865556807841299e-12
1.2419213527017795e+18,0.00012419213527017795,1.5865500409079708e-12,1.5865500409079708e-12
1.2738113231864732e+18,0.0001273811323186473,1.5865442562810446e-12,1.5865442562810446e-12
1.3065201621247252e+18,0.00013065201621247254,1.586538323190077e-12,1.586538323190077e-12
1.3400688963639534e+18,0.00013400688963639533,1.5865322378266162e-12,1.5865322378266162e-12
1.3744790926775396e+18,0.00013744790926775396,1.5865259962846294e-12,1.5865259962846294e-12
1.4097728716289677e+18,0.00014097728716289676,1.5865195945579842e-12,1.5865195945579842e-12
1.4459729217920197e+18,0.00014459729217920197,1.5865130285379028e-12,1.5865130285379028e-12
1.483102514336103e+18,0.00014831025143361028,1.5865062940103326e-12,1.5865062940103326e-12
1.5211855179861018e+18,0.00015211855179861016,1.5864993866532579e-12,1.5864993866532579e-12
1.5602464143663647e+18,0.00015602464143663647,1.586492302033927e-12,1.586492302033927e-12
1.6003103137386952e+18,0.00016003103137386953,1.586485035606041e-12,1.586485035606041e-12
1.641402971144473e+18,0.00016414029711444731,1.5864775827068433e-12,1.5864775827068433e-12
1.6835508029612076e+18,0.00016835508029612074,1.5864699385541451e-12,1.5864699385541451e-12
1.7267809038843594e+18,0.00017267809038843594,1.5864620982432688e-12,1.5864620982432688e-12
1.7711210643450906e+18,0.00017711210643450907,1.5864540567439226e-12,1.5864540567439226e-12
1.8165997883753285e+18,0.00018165997883753284,1.586445808896997e-12,1.586445808896997e-12
1.8632463119315597e+18,0.00018632463119315596,1.586437349411273e-12,1.586437349411273e-12
1.9110906216891359e+18,0.0001911090621689136,1.5864286728600403e-12,1.5864286728600403e-12
1.9601634743191816e+18,0.00019601634743191814,1.5864197736776412e-12,1.5864197736776412e-12
2.0104964162604928e+18,0.00020104964162604927,1.5864106461559441e-12,1.5864106461559441e-12
2.062121803999136e+18,0.0002062121803999136,1.5864012844406605e-12,1.5864012844406605e-12
2.1150728248687862e+18,0.0002115072824868786,1.586391682527676e-12,1.586391682527676e-12
2.169383518385191e+18,0.00021693835183851908,1.5863818342591728e-12,1.5863818342591728e-12
2.225088798128374e+18,0.0002225088798128374,1.5863717333197416e-12,1.5863717333197416e-12
